Nistkasten-nummer,Datum,Zustand Kasten,gereinigt,besetzt,Anzahl Eier,Anzahl Jungvögel,Alter Jungvögel,Vogelart,beringt,Bemerkungen
400074,5/11/2018,in Ordnung,ja,nein, , , , , ,Winterlager Maus
400240,5/11/2018,in Ordnung,ja,nein, , , , , ,Winterlager Maus
400204,5/11/2018,in Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400206,5/11/2018,in Ordnung,nein,ja,ja,0, ,Trauerschnäpper,Weibchen,
400205,5/11/2018,in Ordnung,nein,nein, , , , , ,
400209,5/11/2018,in Ordnung,nein,nein, , , , , ,
400210,5/11/2018,in Ordnung,nein,nein,ja,0, ,Kohlmeise,Weibchen,
400081,5/11/2018,in Ordnung,nein,ja,0,0, ,Trauerschnäpper, ,
400065,5/11/2018,in Ordnung,nein,ja,6,0, ,Kohlmeise,Weibchen,
400208,5/11/2018,in Ordnung,nein,ja,0,ja,3,Blaumeise, ,
400212,5/11/2018,in Ordnung,nein,ja,0,ja,2,Kohlmeise,Weibchen,
400075,5/11/2018,in Ordnung,nein,ja,0,ja,2,Blaumeise,Weibchen,
400211,5/11/2018,in Ordnung,nein,ja,0,ja,1,Kohlmeise,Weibchen,
400213,5/11/2018,in Ordnung,ja,nein, , , , , ,
400055,5/11/2018,in Ordnung,nein,ja,7,0, ,Trauerschnäpper, ,
400215,5/11/2018,in Ordnung,nein,nein, , , , , ,Hummeln
400270,5/11/2018,in Ordnung,nein,nein, , , , , ,
400070,5/11/2018,in Ordnung,nein,nein, , , , , ,
400053,5/11/2018,in Ordnung,ja,ja,0,0, ,Blaumeise, ,
400066,5/11/2018,in Ordnung,nein,nein, , , , , ,
400073,5/11/2018,in Ordnung,ja,nein, , , , , ,
400079,5/11/2018,in Ordnung,nein,ja,0,ja,2,Meise unbestimmt, ,
400069,5/11/2018,in Ordnung,nein,ja,5,0, ,Trauerschnäpper, ,
400082,5/11/2018,in Ordnung,nein,ja,0,11,8,Blaumeise,8,
400119,5/11/2018,in Ordnung,nein,ja,0,11,5,Blaumeise,Weibchen & 10juv,
400043,5/11/2018,in Ordnung,nein,nein, , , , , ,
400120,5/11/2018,in Ordnung,ja,nein, , , , , ,juv aus Vorjahr tot (beringt)
400063,5/11/2018,in Ordnung,nein,ja,0,0, ,Trauerschnäpper, ,
400125,5/11/2018,in Ordnung,nein,ja,3,0, ,Trauerschnäpper,Weibchen,
400046,5/11/2018,in Ordnung,nein,nein, , , , , ,
400121,5/11/2018,in Ordnung,nein,ja,2,6,6,Kohlmeise,6,
400122,5/11/2018,in Ordnung,nein,nein, , , , , ,
400064,5/11/2018,in Ordnung,nein,ja,7,0, ,Trauerschnäpper, ,
400124,5/11/2018,in Ordnung,nein,ja,6,0, ,Trauerschnäpper, ,Weibchen war beringt
400123,5/11/2018,in Ordnung,ja,nein, , , , , ,
400138,5/11/2018,in Ordnung,nein,ja,0,ja,1,Blaumeise, ,
400137,5/11/2018,in Ordnung,nein,ja,0,11,5,Kohlmeise,7,
400130,5/11/2018,in Ordnung,nein,ja,1,0, ,Trauerschnäpper, ,
400131,5/11/2018,in Ordnung,nein,ja,7,0, ,Trauerschnäpper, ,Weibchen war beringt
400135,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest 2 tote juv Kohlmeise
400132,5/11/2018,in Ordnung,nein,nein, , , , , ,
400129,5/11/2018,in Ordnung,nein,ja,9,0, ,Kohlmeise,Weibchen,
400128,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Trauerschnäpper
400127,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Feldsperling
400041,5/11/2018,in Ordnung,nein,ja,ja,ja,1,Blaumeise, ,
400045,5/11/2018,in Ordnung,nein,ja,ja,ja,1,Blaumeise,Weibchen,
400133,5/11/2018,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
400140,5/11/2018,in Ordnung,ja,nein, , , , , ,
400126,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Feldsperling
400134,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Trauerschnäpper
400042,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Meise unbestimmt
400142,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Meise unbestimmt
400141,5/11/2018,in Ordnung,nein,nein, , , , , ,Hummeln
400118,5/11/2018,in Ordnung,nein,ja,6,0, ,Trauerschnäpper, ,
400049,5/11/2018,in Ordnung,ja,nein, , , , , ,
400117,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Feldsperling
400040,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Meise unbestimmt
400092,5/11/2018,in Ordnung,nein,ja,0,ja,1,Kohlmeise,Weibchen,
400116,5/11/2018,in Ordnung,nein,ja,0,ja,1,Blaumeise, ,
400143,5/11/2018,in Ordnung,nein,ja,8,0, ,Kohlmeise,Weibchen,
400144,5/11/2018,in Ordnung,nein,nein, , , , , ,
400145,5/11/2018,in Ordnung,nein,ja,11,0, ,Blaumeise,Weibchen,
400047,5/11/2018,in Ordnung,nein,nein, , , , , ,altes Nest Meise unbestimmt
400058,5/11/2018,in Ordnung,ja,nein, , , , , ,altes Nest Feldsperling
400051,5/11/2018,in Ordnung,nein,ja,0,ja,2,Blaumeise,Weibchen,
400056,5/11/2018,in Ordnung,nein,ja,0,5,5,Kohlmeise,5,
400060,5/11/2018,in Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
400057,5/11/2018,in Ordnung,nein,ja,0,ja,2,Kohlmeise, ,
400110,5/15/2018,in Ordnung,nein,ja,1,5,10,Kohlmeise,4,1 juv tot
400006,5/15/2018,in Ordnung,nein,ja,7,1,5,Kohlmeise,Weibchen,juv waren beringt
400107,5/15/2018,in Ordnung,ja,ja,2,0, ,Kohlmeise, ,verlassen
400112,5/15/2018,in Ordnung,nein,nein, , , , , ,
400301,5/15/2018,in Ordnung,nein,ja,ja,0, ,Blaumeise, ,Weibchen war beringt
400113,5/15/2018,in Ordnung,nein,nein, , , , , ,
400114,5/15/2018,in Ordnung,ja,nein, , , , , ,
400100,5/15/2018,in Ordnung,ja,nein, , , , , ,
400111,5/15/2018,in Ordnung,nein,nein, , , , , ,Hummeln
400191,5/21/2018,in Ordnung,nein,ja,0,9,12,Blaumeise,9,
400192,5/21/2018,in Ordnung,nein,ja,0,12,7,Kohlmeise,12,
400195,5/21/2018,in Ordnung,nein,ja,0,6,5,Trauerschnäpper,6,
400068,5/21/2018,in Ordnung,ja,nein, , , , , ,Nest Vorjahr
400200,5/21/2018,in Ordnung,nein,ja,1,6,8,Kohlmeise,6,
400201,5/21/2018,in Ordnung,nein,ja,ja,0, ,Blaumeise, ,Weibchen war beringt
400206,5/21/2018,in Ordnung,nein,ja,0,6,5,Trauerschnäpper,6,
400204,5/21/2018,in Ordnung,nein,ja,0,9,6,Blaumeise,9,
400208,5/21/2018,in Ordnung,nein,ja,0,9,12,Sumpfmeise,9,
400065,5/21/2018,in Ordnung,nein,ja,7,0, ,Kohlmeise, ,Nest verlassen?
400081,5/21/2018,in Ordnung,ja,nein, , , , , ,altes Nest
400075,5/21/2018,in Ordnung,nein,ja,0,8,12,Blaumeise,8,
400210,5/21/2018,in Ordnung,nein,ja,0,9,7,Kohlmeise,9,
400212,5/21/2018,in Ordnung,nein,ja,0,8,11,Kohlmeise,8,
400055,5/21/2018,in Ordnung,nein,ja,0,ja,2,Trauerschnäpper, ,
400214,5/21/2018,in Ordnung,nein,nein, , , , , ,
400211,5/21/2018,in Ordnung,nein,ja,0,8,11,Kohlmeise,8,
400071,5/21/2018,in Ordnung,nein,ja,0,7,11,Kohlmeise,7,
400069,5/21/2018,in Ordnung,nein,ja,6,0, ,Trauerschnäpper, ,
400129,5/21/2018,in Ordnung,nein,ja,7,0, ,Trauerschnäpper, ,
400063,5/21/2018,in Ordnung,ja,nein, , , , , ,altes Nest Trauerschnäpper
400124,5/21/2018,in Ordnung,nein,ja,1,5,5,Trauerschnäpper,5,
400064,5/21/2018,in Ordnung,nein,ja,0,6,6,Trauerschnäpper,6,
400138,5/21/2018,in Ordnung,nein,ja,0,9,9,Blaumeise,9,
400130,5/21/2018,in Ordnung,nein,ja,5,0, ,Trauerschnäpper, ,Weibchen war beringt
400131,5/21/2018,in Ordnung,nein,ja,7,0, ,Trauerschnäpper, ,
400133,5/21/2018,in Ordnung,ja,nein, , , , , ,Nest Vorjahr
400045,5/21/2018,in Ordnung,nein,ja,0,13,9,Blaumeise,13,
400129,5/21/2018,in Ordnung,nein,ja,9,0, ,Kohlmeise, ,Weibchen war beringt
400041,5/21/2018,in Ordnung,nein,ja,0,11,9,Blaumeise,11,
400143,5/21/2018,in Ordnung,nein,ja,0,8,6,Kohlmeise,8,Weibchen war beringt
400118,5/21/2018,in Ordnung,nein,ja,7,0, ,Trauerschnäpper, ,
400116,5/21/2018,in Ordnung,nein,ja,0,11,12,Blaumeise,11,
400092,5/21/2018,in Ordnung,nein,ja,0,9,11,Kohlmeise,9,
400145,5/21/2018,in Ordnung,nein,ja,1,10,7,Blaumeise,10,
400051,5/21/2018,in Ordnung,nein,ja,0,9,12,Blaumeise,9,
400060,5/21/2018,in Ordnung,nein,nein, , , , , ,
400057,5/21/2018,in Ordnung,nein,ja,0,5,11,Kohlmeise,5,
400301,5/23/2018,in Ordnung,ja,ja,0,ja,2,Blaumeise, ,alle juv tot
400022,5/24/2018,in Ordnung,nein,ja,0,ja,16,Kohlmeise, ,
400020,5/24/2018,in Ordnung,nein,ja,3,0, ,Kleiber, ,
400035,5/24/2018,in Ordnung,nein,nein, , , , , ,
400016,5/24/2018,in Ordnung,nein,ja,0,ja,12,Blaumeise,2,andere juv tot
400025,5/24/2018,in Ordnung,nein,ja,0,ja,15,Kleiber, ,
400031,5/24/2018,in Ordnung,nein,nein, , , , , ,Eichhörnchen
400030,5/24/2018,in Ordnung,ja,nein, , , , , ,altes Nest Meise unbestimmt
400017,5/24/2018,in Ordnung,nein,nein, , , , , ,
400007,5/24/2018,in Ordnung,nein,nein, , , , , ,
400028,5/24/2018,in Ordnung,nein,ja,8,0, ,Kohlmeise, ,verlassen
400012,5/24/2018,in Ordnung,nein,ja,0,ja, ,Blaumeise,3,andere juv tot
400029,5/24/2018,in Ordnung,nein,ja,7,0, ,Kleiber, ,verlassen
400270,2/1/2014,in Ordnung,nein,ja, , , ,Feldsperling, ,  halb offen ?? ??
400270,3/19/2014,in Ordnung,nein,ja, , , ,Feldsperling, ,  Halb offen/Frosch! männlich/weiblich adult
400041,1/19/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,90446158   männlich adult
400042,3/18/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   männlich adult
400118,1/4/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   weiblich adult
400122,3/18/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   weiblich adult
400125,2/16/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   männlich adult
400137,3/1/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   weiblich adult
400195,3/22/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   männlich adult
400201,1/19/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   weiblich juvenil
400201,3/2/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   männlich adult
400201,3/11/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,   männlich adult
400202,3/19/2014,in Ordnung,nein,ja, , , ,Blaumeise, ,90446158   männlich adult
400078,1/4/2014,in Ordnung,nein,ja, , , ,Blaumeise , ,90454618   männlich adult
400122,2/1/2014,in Ordnung,nein,ja, , , ,Blaumeise , ,90454616   weiblich adult
400201,2/16/2014,in Ordnung,nein,ja, , , ,Blaumeise , ,90454618   männlich adult
400077,3/19/2014,in Ordnung,nein,ja, , , ,Kleiber, ,   männlich adult
400078,3/2/2014,in Ordnung,nein,ja, , , ,Kleiber, ,82241476   männlich adult
400042,1/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400042,2/1/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400042,3/1/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400049,1/4/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich  adult
400063,3/1/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,82241783   männlich adult
400065,3/2/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400073,1/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400073,3/2/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400074,3/22/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400078,2/16/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400116,3/1/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400116,3/22/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich juvenil
400117,2/16/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,82241144   weibchen adult
400118,2/16/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400120,3/11/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400120,3/18/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich juvenil
400122,1/4/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich juvenil
400123,3/22/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400124,1/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400128,1/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich juvenil
400128,2/16/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich juvenil
400128,3/11/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400129,3/1/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich juvenil
400129,3/18/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400130,3/1/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400134,1/4/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400137,3/18/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,  mit Zecke weiblich adult
400143,1/4/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400190,1/4/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400191,2/16/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,82241783   männlich adult
400192,1/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,82241783   männlich adult
400194,2/1/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400194,3/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,82241783   männlich adult
400201,3/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich juvenil
400202,2/16/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400207,3/2/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400208,2/1/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400210,1/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400211,3/2/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich juvenil
400213,3/22/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich juvenil
400239,1/4/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   weiblich adult
400239,3/19/2014,in Ordnung,nein,ja, , , ,Kohlmeise, ,   männlich adult
400195,1/4/2014,in Ordnung,nein,ja, , , ,Kohlmeise , ,82241783   männlich adult
400040,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400040,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400040,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400040,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400040,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400040,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400040,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400040,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400041,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400041,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400041,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400041,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400041,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400041,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400041,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400042,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400042,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400042,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400042,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400043,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400043,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400043,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400043,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400043,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400043,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400043,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400043,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400045,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400045,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400045,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400045,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400045,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400045,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400045,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400045,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400046,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400046,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400046,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400046,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400046,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400046,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400046,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400046,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400047,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400047,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400047,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400047,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400047,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400047,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400047,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400047,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400049,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400049,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400049,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400049,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400049,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400049,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400049,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400055,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400055,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400055,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400055,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400055,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400055,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400055,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400055,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400063,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400063,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400063,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400063,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400063,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400063,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400063,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400064,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400064,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400064,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400064,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400064,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400064,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400064,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400064,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400065,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400065,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400065,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400065,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400065,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400065,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400065,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400068,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400068,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400068,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400068,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400068,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400068,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400068,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400068,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400069,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400069,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400069,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400069,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400069,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400069,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400069,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400069,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400073,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400073,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400073,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400073,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400073,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400073,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400074,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400074,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400074,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400074,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400074,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400074,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400074,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400075,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400075,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400075,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400075,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400075,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400075,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400075,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400075,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400077,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400077,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400077,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400077,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400077,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400077,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400077,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400078,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400078,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400078,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400078,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400078,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400079,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400079,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400079,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400079,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400079,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400079,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400079,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400079,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400081,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400081,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400081,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400081,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400081,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400081,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400081,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400081,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400082,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400082,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400082,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400082,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400082,3/2/2014,in Ordnung,nein,nein, , , , , ,    
400082,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400082,3/19/2014,in Ordnung,nein,nein, , , , , ,    
400082,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400092,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400092,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400092,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400092,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400092,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400092,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400092,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400092,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400116,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400116,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400116,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400116,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400116,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400116,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400117,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400117,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400117,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400117,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400117,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400117,3/18/2014,in Ordnung,nein,nein, , , , , ,  Federn  
400117,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400118,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400118,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400118,3/1/2014,in Ordnung,nein,nein, , , , , ,    
400118,3/11/2014,in Ordnung,nein,nein, , , , , ,    
400118,3/18/2014,in Ordnung,nein,nein, , , , , ,    
400118,3/22/2014,in Ordnung,nein,nein, , , , , ,    
400119,1/4/2014,in Ordnung,nein,nein, , , , , ,    
400119,1/19/2014,in Ordnung,nein,nein, , , , , ,    
400119,2/1/2014,in Ordnung,nein,nein, , , , , ,    
400119,2/16/2014,in Ordnung,nein,nein, , , , , ,    
400119,3/1/2014,in Ordnung,nein,nein, , , , , ,    
