Nistkasten-nummer,Datum,Zustand Kasten,gereinigt,besetzt,Anzahl Eier,Anzahl Jungvögel,Alter Jungvögel,Vogelart,beringt,Bemerkungen
300004,5/22/2013,in Ordnung,nein,ja,0,8,3,Blaumeise,Weibchen,
300005,5/22/2013,Boden vorne defekt,nein,nein, , , , , ,
300006,5/22/2013,in Ordnung,nein,nein, , , , , ,
300007,5/22/2013,in Ordnung,nein,nein, , , , , ,
300008,5/22/2013,in Ordnung,ja,nein, , , , , ,
300009,5/22/2013,in Ordnung,nein,ja,1,8,5,Sumpfmeise,8,
300010,5/22/2013,in Ordnung,nein,ja,2,1,1,Meise unbestimmt, ,Nestlinge tot
300011,5/22/2013,in Ordnung,nein,nein, , , , , ,
300012,5/22/2013,in Ordnung,nein,ja,0,12,5,Blaumeise,10,
300013,5/22/2013,in Ordnung,nein,nein, , , , , ,
300014,5/22/2013,in Ordnung,nein,ja,7,0, ,Trauerschnäpper,Weibchen,
300015,5/22/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
300016,5/22/2013,in Ordnung,nein,ja,0,10,5,Blaumeise,10,
300017,5/22/2013,in Ordnung,ja,nein, , , , , ,
300018,5/22/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
300019,5/22/2013,in Ordnung,nein,ja,7,0, ,Kohlmeise,Weibchen,
300020,5/22/2013,in Ordnung,nein,nein, , , , , ,Hummeln
300021,5/22/2013,in Ordnung,nein,ja,8,0, ,Kohlmeise,Weibchen,
300022,5/22/2013,in Ordnung,nein,nein, , , , , ,
300023,5/22/2013,in Ordnung,nein,ja,8,0, ,Trauerschnäpper,Weibchen,
300024,5/22/2013,in Ordnung,nein,nein, , , , , ,
300025,5/22/2013,in Ordnung,nein,ja,0,5,5,Blaumeise,5,
300026,5/22/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
300027,5/22/2013,in Ordnung,nein,ja,6,0, ,Blaumeise,Weibchen,
300028,5/22/2013,in Ordnung,nein,nein, , , , , ,
300029,5/22/2013,in Ordnung,nein,nein, , , , , ,
300030,5/22/2013,in Ordnung,nein,ja,0,8,1,Blaumeise,Weibchen,
300031,5/22/2013,in Ordnung,nein,nein, , , , , ,
300032,5/22/2013,in Ordnung,nein,nein, , , , , ,
300033,5/22/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
300034,5/22/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
300035,5/22/2013,in Ordnung,nein,nein, , , , , ,
300036,5/22/2013,in Ordnung,nein,nein, , , , , ,
300037,5/22/2013,in Ordnung,nein,ja,6,1,1,Trauerschnäpper, ,
300038,5/22/2013,in Ordnung,nein,nein, , , , , ,
300039,5/22/2013,in Ordnung,nein,ja,0,6,2,Meise unbestimmt, ,
300040,5/22/2013,in Ordnung,nein,nein, , , , , ,
300041,5/22/2013,in Ordnung,ja,nein, , , , , ,
300042,5/22/2013,in Ordnung,nein,ja,0,10,6,Blaumeise,10 und Weibchen,
300043,5/22/2013,in Ordnung,nein,nein, , , , , ,
300044,5/22/2013,in Ordnung,ja,ja,0,6,2,Meise unbestimmt, ,Nestlinge tot
300045,5/22/2013,in Ordnung,nein,unbekannt, , , , , ,nicht kontrollierbar
300046,5/22/2013,in Ordnung,nein,ja,7,0, ,Trauerschnäpper,Weibchen,
300047,5/22/2013,in Ordnung,nein,ja,7,0, ,Trauerschnäpper,Weibchen,
300048,5/22/2013,in Ordnung,nein,ja,6,3,1,Kohlmeise,Weibchen,
300049,5/22/2013,in Ordnung,nein,ja,0,8,2,Blaumeise, ,
300050,5/22/2013,in Ordnung,nein,ja,7,0, ,Blaumeise,Weibchen,
300051,5/22/2013,in Ordnung,nein,ja,5,0, ,Meise unbestimmt, ,
300052,5/22/2013,in Ordnung,ja,nein, , , , , ,
300053,5/22/2013,in Ordnung,nein,nein, , , , , ,
300054,5/22/2013,in Ordnung,nein,nein, , , , , ,Wespe
300055,5/22/2013,in Ordnung,nein,ja,3,0, ,Kohlmeise, ,
300056,5/22/2013,in Ordnung,nein,nein, , , , , ,
300057,5/22/2013,in Ordnung,nein,nein, , , , , ,
300058,5/22/2013,in Ordnung,nein,nein, , , , , ,
300059,5/22/2013,in Ordnung,ja,nein, , , , , ,
300060,5/22/2013,in Ordnung,nein,nein, , , , , ,Wespe
300061,5/22/2013,in Ordnung,nein,ja,3, , ,Meise unbestimmt, ,Wespe
300062,5/22/2013,in Ordnung,nein,ja,0,6,3,Meise unbestimmt, ,
300063,5/22/2013,in Ordnung,nein,nein, , , , , ,
300064,5/22/2013,in Ordnung,nein,ja,0,8,3,Blaumeise,Weibchen,
300065,5/22/2013,in Ordnung,ja,nein, , , , , ,tote Baumläuferjuv vom Vorjahr
300066,5/22/2013,in Ordnung,nein,nein, , , , , ,
300067,5/22/2013,in Ordnung,nein,ja,0,0, ,Dohle, ,
300068,5/22/2013,in Ordnung,ja,ja,1,1,2,Meise unbestimmt, ,Nestlinge tot
300069,5/22/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper, ,
300070,5/22/2013,in Ordnung,nein,nein, , , , , ,
300071,5/22/2013,in Ordnung,nein,nein, , , , , ,Hummeln
300072,5/22/2013,in Ordnung,nein,nein, , , , , ,
300073,5/22/2013,in Ordnung,nein,nein, , , , , ,
300074,5/22/2013,in Ordnung,nein,ja,0,4,2,Kohlmeise,Weibchen,
300075,5/22/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
300076,5/22/2013,in Ordnung,nein,nein, , , , , ,
300077,5/22/2013,in Ordnung,nein,ja,1,0, ,Meise unbestimmt, ,
300078,5/22/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
300079,5/22/2013,in Ordnung,nein,ja,8,0, ,Blaumeise,Weibchen,
300080,5/22/2013,in Ordnung,nein,ja,2,2, ,Blaumeise, ,
300081,5/22/2013,in Ordnung,nein,ja,0,8,2,Blaumeise,Weibchen,
300082,5/22/2013,in Ordnung,nein,nein, , , , , ,
300083,5/22/2013,in Ordnung,nein,nein, , , , , ,
300084,5/22/2013,in Ordnung,nein,nein, , , , , ,
300085,5/22/2013,in Ordnung,nein,nein, , , , , ,
300086,5/22/2013,in Ordnung,nein,nein, , , , , ,
300087,5/22/2013,in Ordnung,nein,nein, , , , , ,
300088,5/22/2013,in Ordnung,ja,nein, , , , , ,
300089,5/22/2013,in Ordnung,ja,nein, , , , , ,
300090,5/22/2013,in Ordnung,nein,nein, , , , , ,
300091,5/22/2013,in Ordnung,nein,ja,6,0, ,Kohlmeise, ,
300092,5/22/2013,in Ordnung,nein,ja,1,7,1,Blaumeise,Weibchen,
300093,5/22/2013,in Ordnung,ja,nein, , , , , ,
300094,5/22/2013,in Ordnung,nein,nein, , , , , ,
300095,5/22/2013,in Ordnung,nein,nein, , , , , ,
300096,5/22/2013,in Ordnung,nein,ja,6,0, ,Blaumeise, ,
300097,5/22/2013,in Ordnung,nein,nein, , , , , ,
300098,5/22/2013,in Ordnung,ja,nein, , , , , ,
300099,5/22/2013,in Ordnung,nein,ja,0,9,5,Blaumeise,9 und Weibchen,
300100,5/22/2013,in Ordnung,nein,ja,0,10,5,Blaumeise,7 und Weibchen und Männchen,
300101,5/22/2013,in Ordnung,ja,nein, , , , , ,
300102,5/22/2013,in Ordnung,nein,ja,5,0, ,Meise unbestimmt, ,
300103,5/22/2013,in Ordnung,nein,nein, , , , , ,
300104,5/22/2013,in Ordnung,nein,nein, , , , , ,Wespe
300105,5/22/2013,in Ordnung,nein,ja,0,8,2,Blaumeise,Weibchen,
300106,5/22/2013,in Ordnung,nein,ja,0,8,2,Blaumeise,Weibchen,
300107,5/22/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
300108,5/22/2013,in Ordnung,nein,ja,0,8,2,Blaumeise,Weibchen,
400036,5/23/2013,in Ordnung,nein,nein, , , , , ,
400014,5/23/2013,in Ordnung,nein,ja,1,13,5,Blaumeise,12 & Weibchen,
400002,5/23/2013,in Ordnung,nein,nein, , , , , ,
400003,5/23/2013,in Ordnung,nein,nein, , , , , ,
400020,5/23/2013,in Ordnung,nein,ja,0,5,3,Kohlmeise,Weibchen,
400022,5/23/2013,in Ordnung,nein,nein, , , , , ,
400038,5/23/2013,in Ordnung,nein,nein, , , , , ,
400029,5/23/2013,in Ordnung,nein,ja,0,10,6,Kohlmeise,9 & Weibchen,
400019,5/23/2013,in Ordnung,nein,ja,0,0, ,Kleiber, ,
400004,5/23/2013,in Ordnung,nein,nein, , , , , ,
400024,5/23/2013,in Ordnung,nein,ja,0,4,4,Kleiber, ,
400021,5/23/2013,in Ordnung,ja,nein, , , , , ,Hornisse Vorjahr
400012,5/23/2013,in Ordnung,ja,nein, , , , , ,Meise aus Vorjahr
400033,5/23/2013,in Ordnung,nein,nein, , , , , ,
400023,5/23/2013,in Ordnung,nein,ja,0,8,7,Kohlmeise,8,
400035,5/23/2013,in Ordnung,nein,nein, , , , , ,
400025,5/23/2013,in Ordnung,ja,nein, , , , , ,
400017,5/23/2013,in Ordnung,ja,nein, , , , , ,
400028,5/23/2013,in Ordnung,nein,ja,0,8,4,Blaumeise,6,1 juv tot
900186,5/23/2013,in Ordnung,nein,ja,0,8,1,Blaumeise,Weibchen,
900190,5/23/2013,in Ordnung,nein,ja,0,8,8,Kleiber,1,
900028,5/23/2013,in Ordnung,nein,ja,0,7,2,Kohlmeise,Weibchen,
900031,5/23/2013,in Ordnung,nein,ja,0,9,2,Blaumeise,Weibchen,
900032,5/23/2013,defekt,nein,nein, , , , , ,
900034,5/23/2013,in Ordnung,nein,nein, , , , , ,
900035,5/23/2013,in Ordnung,nein,ja,0,5,4,Kohlmeise, ,
900036,5/23/2013,in Ordnung,nein,nein, , , , , ,
900037,5/23/2013,in Ordnung,nein,ja,0,5,2,Kohlmeise,Weibchen,
900039,5/23/2013,in Ordnung,nein,ja,2,10,5,Blaumeise,9,
900040,5/23/2013,in Ordnung,ja,nein, , , , , ,
900041,5/23/2013,in Ordnung,ja,nein, , , , , ,
900042,5/23/2013,in Ordnung,nein,ja,8,0, ,Kohlmeise,Weibchen,
900043,5/23/2013,Front fehlt,nein,nein, , , , , ,
900045,5/23/2013,in Ordnung,ja,nein, , , , , ,Wespe
900048,5/23/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper, ,
900049,5/23/2013,in Ordnung,nein,nein, , , , , ,Hornisse
900050,5/23/2013,in Ordnung,ja,nein, , , , , ,
900052,5/23/2013,in Ordnung,nein,ja,0,5,2,Kohlmeise,Weibchen,
900053,5/23/2013,Front defekt,nein,nein, , , , , ,
900054,5/23/2013,in Ordnung,ja,nein, , , , , ,
900055,5/23/2013,Front fehlt,nein,nein, , , , , ,
900056,5/23/2013,in Ordnung,nein,ja,0,7,4,Kohlmeise, ,
900057,5/23/2013,in Ordnung,nein,nein, , , , , ,
900058,5/23/2013,Front fehlt,nein,nein, , , , , ,
900059,5/23/2013,in Ordnung,nein,ja,13,0, ,Blaumeise,Weibchen,
900214,5/23/2013,in Ordnung,nein,ja,2,2,1,Kohlmeise,Weibchen,
900061,5/23/2013,in Ordnung,nein,ja,0,8,7,Kleiber,8,
900062,5/23/2013,in Ordnung,nein,ja,2,4,2,Kohlmeise,Weibchen,
900065,5/23/2013,in Ordnung,nein,ja,5,0, ,Kohlmeise,Weibchen,
900064,5/23/2013,Front fehlt,nein,nein, , , , , ,
900067,5/23/2013,in Ordnung,ja,nein, , , , , ,
900068,5/23/2013,in Ordnung,nein,ja,0,7,5,Kohlmeise,7 und Weibchen,
900069,5/23/2013,in Ordnung,nein,nein, , , , , ,
900070,5/23/2013,in Ordnung,nein,ja,7,0, ,Kohlmeise,Weibchen,
900071,5/23/2013,in Ordnung,nein,ja,4,0, ,Blaumeise,Weibchen,
900073,5/24/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
900074,5/24/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
900075,5/24/2013,in Ordnung,nein,ja,3,11,6,Blaumeise,11 und  Weibchen,
900078,5/24/2013,defekt,nein,nein, , , , , ,
900079,5/24/2013,in Ordnung,nein,ja,7,2,1,Kohlmeise,Weibchen,
900080,5/24/2013,in Ordnung,nein,ja,0,10,2,Blaumeise,Weibchen,
900081,5/24/2013,in Ordnung,nein,nein, , , , , ,
900082,5/24/2013,in Ordnung,ja,nein, , , , , ,
900087,5/24/2013,in Ordnung,nein,ja,0,7,4,Kohlmeise, ,
900088,5/24/2013,in Ordnung,nein,ja,0,0, ,Trauerschnäpper, ,
900090,5/24/2013,in Ordnung,nein,nein, , , , , ,Hummeln
900089,5/24/2013,in Ordnung,nein,ja,0,9,3,Blaumeise,Weibchen,
900091,5/24/2013,in Ordnung,nein,ja,4,0, ,Meise unbestimmt, ,
900092,5/24/2013,in Ordnung,nein,ja,10,0, ,Blaumeise, ,
900093,5/24/2013,in Ordnung,nein,ja,0,8,5,Blaumeise, ,
900094,5/24/2013,in Ordnung,nein,ja,0,7,1,Blaumeise,Weibchen,
900096,5/24/2013,in Ordnung,nein,ja,0,8,3,Kohlmeise,Weibchen,
900097,5/24/2013,in Ordnung,nein,ja,0,8,1,Blaumeise, ,
900098,5/24/2013,in Ordnung,nein,ja,10,0, ,Kohlmeise,Weibchen,
900099,5/24/2013,in Ordnung,nein,ja,2,0, ,Trauerschnäpper, ,toter Trauserschnäpper VJ und 2 Eier VJ
900100,5/24/2013,in Ordnung,nein,ja,0,11,6,Blaumeise, ,
900101,5/24/2013,in Ordnung,nein,ja,0,11,4,Blaumeise, ,
900102,5/24/2013,in Ordnung,nein,ja,12,0, ,Blaumeise, ,
900103,5/24/2013,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
900104,5/24/2013,in Ordnung,nein,ja,0,7,1,Blaumeise,Weibchen,
900105,5/24/2013,in Ordnung,nein,ja,6,0, ,Blaumeise,Weibchen,
900106,5/24/2013,in Ordnung,nein,ja,0,6,2,Trauerschnäpper,Weibchen,
900107,5/24/2013,in Ordnung,nein,nein, , , , , ,Wespe
900108,5/24/2013,in Ordnung,nein,ja,9,0, ,Blaumeise,Weibchen,
900215,5/24/2013,in Ordnung,nein,nein, , , , , ,
900084,5/24/2013,in Ordnung,nein,nein, , , , , ,
900085,5/24/2013,in Ordnung,ja,nein, , , , , ,
900086,5/24/2013,in Ordnung,nein,nein, , , , , ,
300109,5/24/2013,in Ordnung,nein,nein, , , , , ,
300110,5/24/2013,in Ordnung,nein,ja,3,4,1,Blaumeise,Weibchen,
300111,5/24/2013,in Ordnung,nein,nein, , , , , ,
300112,5/24/2013,in Ordnung,nein,ja,0,6,5,Trauerschnäpper,6 und Weibchen,
300113,5/24/2013,in Ordnung,nein,nein, , , , , ,
300114,5/24/2013,in Ordnung,nein,nein, , , , , ,
300115,5/24/2013,in Ordnung,nein,nein, , , , , ,
300116,5/24/2013,in Ordnung,nein,ja,1,6,8,Blaumeise,6,
300117,5/24/2013,in Ordnung,nein,nein, , , , , ,
300118,5/24/2013,in Ordnung,nein,nein, , , , , ,
300119,5/24/2013,in Ordnung,nein,ja,0,9,6,Kohlmeise,8,
300120,5/24/2013,in Ordnung,nein,nein, , , , , ,
300121,5/24/2013,in Ordnung,nein,ja,3,6,1,Kohlmeise, ,
300122,5/24/2013,in Ordnung,nein,nein, , , , , ,
300123,5/24/2013,in Ordnung,nein,ja,0,6,3,Blaumeise,Weibchen,
300124,5/24/2013,in Ordnung,nein,nein, , , , , ,
300125,5/24/2013,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
300126,5/24/2013,in Ordnung,nein,ja,1,6,4,Kohlmeise, ,
300127,5/24/2013,in Ordnung,nein,ja,7,0, ,Kohlmeise,Weibchen,
300128,5/24/2013,Frontklappe defekt,nein,ja,0,5,3,Trauerschnäpper,Weibchen,
300129,5/24/2013,in Ordnung,ja,ja,0,12,5,Blaumeise, ,Nestlinge tot
300130,5/24/2013,in Ordnung,nein,ja,8,0, ,Kohlmeise, ,
300131,5/24/2013,in Ordnung,nein,nein, , , , , ,
300132,5/24/2013,in Ordnung,nein,ja,0,9,3,Blaumeise,Weibchen,
300133,5/24/2013,in Ordnung,nein,nein, , , , , ,
300134,5/24/2013,in Ordnung,nein,ja,0,6,4,Rotkehlchen,6,
300135,5/24/2013,in Ordnung,nein,ja,2,6,7,Kohlmeise,6,
300136,5/24/2013,in Ordnung,nein,ja,0,8,5,Kohlmeise,7,
300137,5/24/2013,in Ordnung,nein,ja,0,11,4,Blaumeise,Männchen,
300138,5/24/2013,in Ordnung,nein,nein, , , , , ,
300139,5/24/2013,in Ordnung,nein,nein, , , , , ,
300140,5/24/2013,in Ordnung,nein,nein, , , , , ,
300141,5/24/2013,in Ordnung,nein,nein, , , , , ,
300142,5/24/2013,in Ordnung,nein,ja,0,8,10,Tannenmeise,8,
300143,5/24/2013,in Ordnung,nein,ja,0,8,2,Kohlmeise, ,
300144,5/24/2013,in Ordnung,nein,nein, , , , , ,
300145,5/24/2013,in Ordnung,nein,nein, , , , , ,
300146,5/24/2013,in Ordnung,nein,ja,0,7,3,Kohlmeise,Weibchen,
300147,5/24/2013,in Ordnung,nein,nein, , , , , ,
300148,5/24/2013,in Ordnung,nein,nein, , , , , ,
300149,5/24/2013,in Ordnung,nein,nein, , , , , ,
300150,5/24/2013,in Ordnung,nein,ja,10,0, ,Kohlmeise, ,
300151,5/24/2013,in Ordnung,nein,nein, , , , , ,
300152,5/24/2013,in Ordnung,nein,nein, , , , , ,
300153,5/24/2013,in Ordnung,nein,ja,13,0, ,Meise unbestimmt, ,
300154,5/24/2013,in Ordnung,nein,ja,5,0, ,Trauerschnäpper,Weibchen,
300155,5/24/2013,in Ordnung,nein,nein, , , , , ,
300156,5/24/2013,in Ordnung,nein,nein, , , , , ,
300157,5/24/2013,in Ordnung,nein,nein, , , , , ,
300158,5/24/2013,in Ordnung,nein,ja,0,8,6,Kohlmeise,7,1 juv tot
300159,5/24/2013,in Ordnung,nein,ja,1,5,1,Trauerschnäpper, ,
300160,5/24/2013,in Ordnung,nein,ja,0,5,1,Trauerschnäpper, ,
300161,5/24/2013,in Ordnung,nein,ja,6,0, ,Zaunkönig, ,
300162,5/24/2013,in Ordnung,nein,ja,1,6,4,Blaumeise, ,2 juv tot
600153,5/24/2013,in Ordnung,Nein,Ja, ,5,13,Star,5,
600154,5/24/2013,in Ordnung,Nein,Ja, ,2,13,Star,2,
600155,5/24/2013,in Ordnung,Nein,Ja, ,5,13,Kohlmeise,5,
600034,5/25/2013,in Ordnung,Nein,Ja,ja,ja,1,Blaumeise, ,Weibchen abgelesen
600156,5/25/2013,in Ordnung,Nein,Ja, , , ,Feldsperling, ,
600157,5/25/2013,in Ordnung,Nein,Ja,3,8,9,Blaumeise,8,
600158,5/25/2013,in Ordnung,Nein,Ja, ,ja,1,Kohlmeise, ,Weibchen abgelesen
600159,5/25/2013,in Ordnung,Nein,Ja,6, , ,Blaumeise, ,
400084,5/26/2013,in Ordnung,nein,ja,7,0, ,Meise unbestimmt, ,
400057,5/26/2013,in Ordnung,nein,ja,2,4,6,Kohlmeise,4,Weibchen bereits beringt
400091,5/26/2013,in Ordnung,nein,ja,7,0, ,Kohlmeise,Weibchen,
400182,5/26/2013,in Ordnung,nein,unbekannt, , , , , ,
400183,5/26/2013,in Ordnung,nein,ja,13,0, ,Blaumeise, ,Weibchen bereits beringt
400085,5/26/2013,in Ordnung,nein,ja,5,0, ,Meise unbestimmt, ,
400184,5/26/2013,in Ordnung,nein,ja,11,0, ,Kohlmeise, ,Weibchen bereits beringt
400061,5/26/2013,in Ordnung,nein,ja,3,4,1,Trauerschnäpper, ,Weibchen bereits beringt
400080,5/26/2013,in Ordnung,nein,ja,0,6,5,Trauerschnäpper,6,
400087,5/26/2013,in Ordnung,nein,ja,0,10,7,Blaumeise,10,
400186,5/26/2013,in Ordnung,nein,ja,0,10,7,Kohlmeise,10,
400187,5/26/2013,in Ordnung,nein,ja,0,7,7,Kohlmeise,7,
400088,5/26/2013,in Ordnung,nein,nein, , , , , ,Wespe
400083,5/26/2013,in Ordnung,nein,ja,0,5,7,Feldsperling,5,
400071,5/26/2013,in Ordnung,nein,nein, , , , , ,
400053,5/26/2013,in Ordnung,nein,ja,0,11,6,Blaumeise,11,
400070,5/26/2013,in Ordnung,nein,ja,0,8,6,Kohlmeise,8,
400079,5/26/2013,in Ordnung,nein,ja,0,9,6,Blaumeise,9,Weibchen kontrolliert
400082,5/26/2013,in Ordnung,nein,ja,0,7,6,Kohlmeise,7,Weibchen kontrolliert
400068,5/26/2013,in Ordnung,nein,ja,5,0, ,Feldsperling, ,
400197,5/26/2013,in Ordnung,nein,nein, , , , , ,
400078,5/26/2013,in Ordnung,nein,ja,10,0, ,Kohlmeise, ,Weibchen kontrolliert
400195,5/26/2013,in Ordnung,nein,ja,0,8,8,Blaumeise,8,
400192,5/26/2013,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
400194,5/26/2013,in Ordnung,nein,ja,3,2,8,Feldsperling,2,
400190,5/26/2013,in Ordnung,nein,ja,11,0, ,Kohlmeise, ,Weibchen kontrolliert
400188,5/26/2013,in Ordnung,nein,nein, , , , , ,
400189,5/26/2013,in Ordnung,nein,ja,2,7,1,Kohlmeise,Weibchen,
400199,5/26/2013,in Ordnung,nein,ja,0,11,7,Blaumeise,11,
400077,5/26/2013,in Ordnung,nein,ja,0,7,7,Kohlmeise,7,
400074,5/26/2013,in Ordnung,nein,ja,6, , ,Trauerschnäpper, ,Weibchen kontrolliert
400240,5/26/2013,in Ordnung,nein,ja,0,5,11,Kohlmeise,5,
400202,5/26/2013,in Ordnung,nein,ja,1,5,1,Trauerschnäpper, ,
400206,5/26/2013,in Ordnung,nein,ja,0,7,4,Kohlmeise,7,
400204,5/26/2013,in Ordnung,nein,ja,1,4,1,Sumpfmeise,Weibchen,
400081,5/26/2013,in Ordnung,nein,ja,1,5,1,Kohlmeise,Weibchen,
400065,5/26/2013,in Ordnung,nein,nein, , , , , ,
400212,5/26/2013,in Ordnung,nein,ja,8,0, ,Kohlmeise, ,
400075,5/26/2013,in Ordnung,nein,ja,0,6,1,Trauerschnäpper, ,
400211,5/26/2013,in Ordnung,nein,ja,0,8,4,Kohlmeise,7,
400215,5/26/2013,in Ordnung,nein,ja,1,8,6,Blaumeise,8,
400213,5/26/2013,in Ordnung,nein,ja,0,7,6,Kohlmeise,7 & Weibchen,
400166,5/26/2013,in Ordnung,nein,ja,0,5,11,Feldsperling,5,
400171,5/26/2013,in Ordnung,nein,ja,10,0, ,Feldsperling, ,
400062,5/26/2013,in Ordnung,nein,ja,0,4,9,Feldsperling,4,
400160,5/26/2013,in Ordnung,nein,ja,4,0, ,Feldsperling, ,
400149,5/26/2013,in Ordnung,nein,ja,1,1, ,Feldsperling, ,juv tot
400104,5/28/2013,in Ordnung,ja,nein, , , , , ,
400105,5/28/2013,in Ordnung,nein,nein, , , , , ,
400018,5/28/2013,in Ordnung,ja,nein, , , , , ,tote Kohlmeise
400101,5/28/2013,in Ordnung,ja,nein, , , , , ,
400005,5/28/2013,in Ordnung,nein,nein, , , , , ,
400102,5/28/2013,in Ordnung,ja,ja,0,10,2,Meise unbestimmt, ,alle tot
400027,5/28/2013,in Ordnung,nein,ja,0,8,16,Kleiber,8,fliegen aus
400008,5/28/2013,in Ordnung,ja,nein, , , , , ,
400031,5/28/2013,in Ordnung,nein,nein, , , , , ,
400030,5/28/2013,in Ordnung,nein,ja,7,0, ,Trauerschnäpper, ,
400007,5/28/2013,in Ordnung,nein,nein, , , , , ,
400009,5/28/2013,in Ordnung,nein,ja,0,7,12,Kohlmeise, ,juv krank
400037,5/28/2013,in Ordnung,nein,nein, , , , , ,
400026,5/28/2013,in Ordnung,nein,ja,0,4,8,Blaumeise,4,
400024,5/28/2013,in Ordnung,nein,ja,0,6,8,Kleiber,6,
400097,5/28/2013,in Ordnung,nein,ja,0,9,12,Blaumeise,9,
400057,5/28/2013,in Ordnung,nein,ja,1,5,12,Feldsperling,5,
400060,5/28/2013,in Ordnung,nein,ja,1,8,4,Kohlmeise,7,
400092,5/28/2013,in Ordnung,ja,ja,0,4,6,Feldsperling, ,alle tot
400117,5/28/2013,in Ordnung,nein,ja,1,4,6,Feldsperling,4,
400118,5/28/2013,in Ordnung,nein,ja,0,5,3,Kleiber, ,
400043,5/28/2013,in Ordnung,nein,ja,6,0, ,Blaumeise,Weibchen,
400119,5/28/2013,in Ordnung,nein,ja,0,7,3,Kohlmeise, ,
400063,5/28/2013,in Ordnung,nein,ja,0,11,4,Blaumeise,10,
400046,5/28/2013,in Ordnung,nein,ja,0,8,10,Sumpfmeise,8,
400125,5/28/2013,in Ordnung,nein,ja,0,6,7,Kohlmeise,6,
400126,5/28/2013,in Ordnung,nein,unbekannt, , , , , ,
400132,5/28/2013,in Ordnung,nein,ja,0,5,14,Feldsperling,5,
400130,5/28/2013,in Ordnung,nein,ja,2,4,1,Trauerschnäpper, ,
400128,5/28/2013,in Ordnung,nein,ja,5,0, ,Trauerschnäpper, ,
400139,5/28/2013,in Ordnung,ja,ja,0,5,6,Feldsperling, ,juv tot
400143,5/28/2013,in Ordnung,nein,ja,4,0, ,Feldsperling, ,
400241,5/28/2013,in Ordnung,nein,ja,0, , ,Kohlmeise,Weibchen,
400242,5/28/2013,in Ordnung,nein,nein, , , , , ,
400244,5/28/2013,in Ordnung,nein,ja,0,7,6,Kohlmeise,7 & Weibchen,
400243,5/28/2013,in Ordnung,nein,nein, , , , , ,
400245,5/28/2013,in Ordnung,nein,ja,3,8,6,Blaumeise,8,
400217,5/28/2013,in Ordnung,nein,nein, , , , , ,
400221,5/28/2013,in Ordnung,nein,ja,0,13,5,Blaumeise,13 & Weibchen,
400218,5/28/2013,in Ordnung,nein,nein, , , , , ,
400219,5/28/2013,in Ordnung,nein,nein, , , , , ,
400220,5/28/2013,in Ordnung,nein,nein, , , , , ,
600061,5/28/2013,in Ordnung,Nein,Ja, ,11, ,Kohlmeise,11,
600132,5/28/2013,in Ordnung,Nein,Ja,ja, , ,Kohlmeise, ,
600135,5/28/2013,in Ordnung,Nein,Ja,1,9,8,Blaumeise,8,
600137,5/28/2013,in Ordnung,Nein,Ja, ,4,9,Blaumeise,4,
600138,5/28/2013,in Ordnung,Nein,Ja, ,11,1,Blaumeise, ,
600140,5/28/2013,in Ordnung,Nein,Ja, ,6,10,Blaumeise,6,
600013,5/31/2013,in Ordnung,Nein,Ja, ,9,4,Blaumeise,8,Nachkontrolle
600014,5/31/2013,in Ordnung,Nein,Ja, ,12,13,Blaumeise,12,Nachkontrolle
600016,5/31/2013,in Ordnung,Nein,Ja, ,4,12,Blaumeise,4,Nachkontrolle
600021,5/31/2013,in Ordnung,Nein,Ja,1,9, ,Kohlmeise,7,Nachkontrolle
600027,5/31/2013,in Ordnung,Nein,Ja,2,4,2,Meise unbestimmt, ,Nachkontrolle
600028,5/31/2013,in Ordnung,Nein,Nein, , , , , ,Nachkontrolle
600104,5/31/2013,in Ordnung,Nein,Ja, ,9,6,Blaumeise,9,Nachkontrolle
600109,5/31/2013,in Ordnung,Nein,Ja, ,9, ,Blaumeise,9+W,Nachkontrolle
600114,5/31/2013,in Ordnung,Nein,Ja, ,6,2,Kohlmeise, ,Nachkontrolle
600118,5/31/2013,in Ordnung,Nein,Ja, ,3,5,Blaumeise,3,Nachkontrolle
600122,5/31/2013,in Ordnung,Nein,Ja,6, , ,Kohlmeise, ,Nachkontrolle
600123,5/31/2013,in Ordnung,Nein,Ja,3,4,2,Kohlmeise, ,Nachkontrolle
600124,5/31/2013,in Ordnung,Nein,Ja,3,5,12,Blaumeise,5,Nachkontrolle
