Nistkasten-nummer,Datum,Zustand Kasten,gereinigt,besetzt,Anzahl Eier,Anzahl Jungvögel,Alter Jungvögel,Vogelart,beringt,Bemerkungen
900228,16-05-2014,in Ordnung,nein,ja,0,1,6,Kohlmeise,1,
900229,16-05-2014,in Ordnung,nein,ja,0,8,10,Blaumeise,1,7 tot
900225,16-05-2014,in Ordnung,ja,nein, , , , , ,
900242,16-05-2014,in Ordnung,nein,nein, , , , , ,
900219,16-05-2014,in Ordnung,nein,ja,0,4,9,Blaumeise,2,2 tot
900232,16-05-2014,in Ordnung,ja,nein, , , , , ,
900235,16-05-2014,in Ordnung,nein,nein, , , , , ,
900218,16-05-2014,in Ordnung,nein,nein, , , , , ,
900224,16-05-2014,in Ordnung,nein,nein, , , , , ,
900241,16-05-2014,in Ordnung,nein,nein, , , , , ,
900223,16-05-2014,in Ordnung,nein,nein, , , , , ,
900222,16-05-2014,in Ordnung,nein,nein, , , , , ,
900226,16-05-2014,in Ordnung,nein,nein, , , , , ,
900237,16-05-2014,in Ordnung,ja,ja,0,7,8,Blaumeise, ,alle tot
900234,16-05-2014,in Ordnung,nein,nein, , , , , ,
900238,16-05-2014,in Ordnung,nein,ja,0,3,5,Blaumeise,3,
900221,16-05-2014,in Ordnung,nein,nein, , , , , ,
900186,16-05-2014,in Ordnung,nein,nein, , , , , ,
900294,16-05-2014,in Ordnung,nein,ja,0,0, ,Feldsperling, ,ausgeflogen
900184,16-05-2014,in Ordnung,nein,nein, , , , , ,
900177,16-05-2014,in Ordnung,nein,nein, , , , , ,
900178,16-05-2014,in Ordnung,nein,nein, , , , , ,
900295,16-05-2014,in Ordnung,nein,ja,0,9,12,Kohlmeise,9,
900125,16-05-2014,in Ordnung,nein,ja,0,0, ,Feldsperling, ,ausgeflogen
900152,16-05-2014,in Ordnung,nein,ja,0,7,11,Blaumeise,7,
900151,16-05-2014,in Ordnung,ja,ja,0,0, ,Feldsperling, ,Altvogel tot
900150,16-05-2014,in Ordnung,nein,ja,0,0, ,Feldsperling, ,
900191,16-05-2014,in Ordnung,nein,nein, , , , , ,
900147,16-05-2014,in Ordnung,nein,ja,0,1,7,Star, ,"ausgeflogen, 1 juv tot"
900148,16-05-2014,in Ordnung,nein,ja,0,0, ,unbestimmt, ,ausgeflogen
900146,16-05-2014,in Ordnung,nein,nein, , , , , ,
900296,16-05-2014,in Ordnung,nein,nein, , , , , ,
900144,16-05-2014,in Ordnung,nein,ja,0,0, ,Star, ,ausgeflogen
900145,16-05-2014,in Ordnung,nein,ja,6,0, ,Feldsperling, ,
900297,16-05-2014,in Ordnung,nein,ja,2,4,9,Kohlmeise,4,Weibchen war beringt
900135,16-05-2014,in Ordnung,nein,ja,1,6,4,Blaumeise,6,
400012,17-05-2014,in Ordnung,nein,ja,4,0, ,Meise unbestimmt, ,evtl. verlassen
400021,17-05-2014,in Ordnung,ja,ja,0,2,10,Kleiber, ,juv und Altvogel tot
400033,17-05-2014,in Ordnung,nein,nein, , , , , ,
400024,17-05-2014,in Ordnung,nein,ja,10,0, ,Meise unbestimmt, ,evtl. verlassen
400029,17-05-2014,in Ordnung,nein,ja,0,6,10,Kohlmeise,6,
400038,17-05-2014,in Ordnung,nein,unbekannt, , , ,unbestimmt, ,
400019,17-05-2014,in Ordnung,nein,ja,0, , ,Meise unbestimmt, ,evtl. verlassen
400004,17-05-2014,in Ordnung,nein,nein, , , , , ,
400023,17-05-2014,in Ordnung,nein,ja,2,0, ,Meise unbestimmt, ,evtl. verlassen
600034,17-05-2014,In Ordnung,nein,ja,1,7,13,Blaumeise,7,
400014,18-05-2014,in Ordnung,nein,ja,3,0, ,Meise unbestimmt, ,evtl. verlassen
400002,18-05-2014,in Ordnung,nein,nein, , , , , ,
400036,18-05-2014,in Ordnung,nein,nein, , , , , ,
400026,18-05-2014,in Ordnung,nein,ja,1,0, ,Meise unbestimmt, ,evtl. verlassen
400037,18-05-2014,in Ordnung,nein,ja,0,0, ,unbestimmt, ,
400020,18-05-2014,in Ordnung,nein,ja,0,5,10,Blaumeise,2,3 tote Jungvögel
400003,18-05-2014,in Ordnung,nein,nein, , , , , ,
400035,18-05-2014,in Ordnung,nein,nein, , , ,  , ,
400025,18-05-2014,in Ordnung,nein,ja,0,1, ,Kleiber, ,"ausgeflogen, 1 toter juv"
400017,18-05-2014,in Ordnung,nein,ja,1,0, ,Meise unbestimmt, ,ausgeflogen
400028,18-05-2014,in Ordnung,nein,ja,1,10,8,Blaumeise,10,
400032,18-05-2014,in Ordnung,nein,nein, , , , , ,
400007,18-05-2014,in Ordnung,nein,ja,0,1,10,Blaumeise,1,
400009,18-05-2014,in Ordnung,nein,nein, , , , , ,
400027,18-05-2014,in Ordnung,nein,ja,0,0, ,Kleiber, ,ausgeflogen
400008,18-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,ausgeflogen
400022,18-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,ausgeflogen
900109,18-05-2014,in Ordnung,ja,nein, , , , , ,Wespe Vorjahr
900110,18-05-2014,in Ordnung,nein,ja,0,5,8,Feldsperling,5,
900111,18-05-2014,in Ordnung,nein,ja,0,4,11,Feldsperling,4,
900112,18-05-2014,in Ordnung,ja,nein, , , , , ,
400056,19-05-2014,in Ordnung,nein,ja,5,0, ,Feldsperling, ,
400060,19-05-2014,in Ordnung,nein,ja,0,9,9,Kohlmeise,8,1 juv zu schwach
400057,19-05-2014,in Ordnung,nein,ja,0,4,2,Feldsperling,Weibchen,
400084,19-05-2014,in Ordnung,nein,ja,0,9,11,Blaumeise,8,
400059,19-05-2014,in Ordnung,nein,ja,0,6,14,Kohlmeise,6,
400091,19-05-2014,in Ordnung,nein,nein, , , , , ,
400182,19-05-2014,in Ordnung,nein,ja,0,10,11,Kohlmeise,9,1 juv tot
400085,19-05-2014,in Ordnung,nein,ja,0,7,13,Sumpfmeise,7,
400184,19-05-2014,in Ordnung,nein,ja,0,8,2,Meise unbestimmt, ,
400061,19-05-2014,in Ordnung,nein,ja,1,7,13,Kohlmeise,7,
400185,19-05-2014,in Ordnung,nein,ja,3,0, ,Trauerschnäpper, ,
400087,19-05-2014,in Ordnung,nein,ja,1,11,10,Blaumeise,11,
400186,19-05-2014,in Ordnung,nein,nein, , , , , ,
400088,19-05-2014,in Ordnung,nein,ja,0,6,14,Kohlmeise,6,
400187,19-05-2014,in Ordnung,nein,ja,9,0, ,Meise unbestimmt, ,evtl. verlassen
400083,19-05-2014,in Ordnung,nein,ja,0,5,14,Feldsperling,4,1 juv ausgeflogeb
400071,19-05-2014,in Ordnung,nein,ja,0,0, ,Feldsperling, ,ausgeflogen?
400086,19-05-2014,in Ordnung,nein,ja,3,0, ,Meise unbestimmt, ,evtl. verlassen
400082,19-05-2014,in Ordnung,nein,ja,1,0, ,Meise unbestimmt, ,evtl. verlassen
400069,19-05-2014,in Ordnung,nein,ja,2,0, ,Kohlmeise, ,ausgeräubert
400079,19-05-2014,in Ordnung,nein,ja,8,0, ,Meise unbestimmt, ,
400073,19-05-2014,in Ordnung,nein,ja,1,6,6,Kohlmeise,6,
400070,19-05-2014,in Ordnung,nein,ja,2,3,1,Trauerschnäpper, ,
400053,19-05-2014,in Ordnung,nein,ja,0,7,9,Blaumeise,7,
400066,19-05-2014,in Ordnung,nein,nein, , , , , ,Totfund BM und KM beide beringt
400068,19-05-2014,in Ordnung,nein,nein, , , , , ,
400239,19-05-2014,in Ordnung,nein,ja,1,8,13,Blaumeise,8,
400194,19-05-2014,in Ordnung,nein,ja,1,0, ,Feldsperling, ,ausgeflogen
400193,19-05-2014,in Ordnung,nein,ja,3,1,8,Feldsperling,1,
400191,19-05-2014,in Ordnung,nein,ja,0,8,8,Blaumeise,8,
400188,19-05-2014,in Ordnung,nein,ja,2,0, ,Meise unbestimmt, ,evtl. verlassen
400189,19-05-2014,in Ordnung,nein,ja,0,4,8,Kohlmeise, ,juv. Alle fast tot
400190,19-05-2014,in Ordnung,nein,ja,7,0, ,Trauerschnäpper,Weibchen,
400192,19-05-2014,in Ordnung,nein,ja,0,4,7,Feldsperling,4,
400200,19-05-2014,in Ordnung,nein,ja,0,0, ,Feldsperling, ,ausgeflogen?
400201,19-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,ausgeflogen?
400205,19-05-2014,in Ordnung,nein,nein, , , , , ,
400206,19-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,ausgeflogen?
400074,19-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,ausgeflogen?
400209,19-05-2014,in Ordnung,nein,nein, , , , , ,Wespe
400065,19-05-2014,in Ordnung,nein,nein, , , , , ,
400081,19-05-2014,in Ordnung,nein,ja,0,4,6,Kohlmeise,4,
400208,19-05-2014,in Ordnung,nein,ja,1,8,11,Blaumeise,8,
400212,19-05-2014,in Ordnung,nein,ja,0,5,13,Kohlmeise,5,
400215,19-05-2014,in Ordnung,nein,ja,0,5,2,Trauerschnäpper, ,Weibchen war beringt
400214,19-05-2014,in Ordnung,nein,nein, , , , , ,
400055,19-05-2014,in Ordnung,nein,ja,0,1,5,Kohlmeise,1,
400213,19-05-2014,in Ordnung,nein,ja,0,6,12,Blaumeise,6,
400211,19-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,ausgeflogen?
400210,19-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,ausgeflogen?
400075,19-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
400207,19-05-2014,in Ordnung,nein,ja,0,10,9,Tannenmeise,10,
400204,19-05-2014,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
400240,19-05-2014,in Ordnung,nein,ja,0,0, ,Kleiber, ,ausgeflogen?
400202,19-05-2014,in Ordnung,nein,ja,2,2,1,Feldsperling, ,
400077,19-05-2014,in Ordnung,nein,ja,3,0, ,Meise unbestimmt, ,evtl. Gelege verlassen
400199,19-05-2014,in Ordnung,nein,ja,0,9,11,Blaumeise,9,
400195,19-05-2014,in Ordnung,nein,ja,1,6,13,Blaumeise,6,
400197,19-05-2014,in Ordnung,ja,nein, , , , , ,Hornisse alt
600267,20-05-2014,In Ordnung,nein,ja, ,3, ,Dohle,3,
600270,23-05-2014,In Ordnung,nein,ja, ,3, ,Buntspecht,3,Grünspechtkasten
600248,23-05-2014,In Ordnung,nein,nein, , , , , ,
600171,26-05-2014,In Ordnung,nein,ja,1,5,8,Gartenrotschwanz,5,
600272,27-05-2014,In Ordnung,nein,ja,1,5, ,Trauerschnäpper,5+W,
400051,28-05-2014,in Ordnung,nein,ja,0,3,9,Blaumeise,3,
400063,28-05-2014,in Ordnung,nein,ja,0,6,9,Trauerschnäpper,6,
400125,28-05-2014,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
400130,28-05-2014,in Ordnung,nein,ja,0,7,11,Trauerschnäpper,7,
400135,28-05-2014,in Ordnung,nein,ja,6,0, ,Trauerschnäpper, ,
400185,28-05-2014,in Ordnung,nein,ja,5,0, ,Trauerschnäpper,Weibchen,
400190,28-05-2014,in Ordnung,nein,ja,1,6,5,Trauerschnäpper,5,1 juv tot
400215,28-05-2014,in Ordnung,nein,ja,0,2,8,Trauerschnäpper, ,juv tot
400070,28-05-2014,in Ordnung,nein,ja,1,1,8,Trauerschnäpper,1,
600029,02-06-2014,In Ordnung,nein,ja,1,3, ,Feldsperling, ,
600272,06-06-2014,In Ordnung,nein,ja, ,6,8,Gartenrotschwanz,6,
600273,06-06-2014,In Ordnung,nein,ja,7, , ,Kohlmeise,W.,
600274,06-06-2014,In Ordnung,nein,nein, , , , , ,Nestanfang
600275,06-06-2014,In Ordnung,nein,nein, , , , , ,Nestanfang
400121,11-06-2014,in Ordnung,nein,ja,0,5,12,Kohlmeise,5,
400125,11-06-2014,in Ordnung,nein,ja,0,5,9,Trauerschnäpper,5,
400132,11-06-2014,in Ordnung,nein,ja,0,6,8,Feldsperling,6,
400135,11-06-2014,in Ordnung,nein,ja,0,5,10,Trauerschnäpper,5,
600039,16-06-2014,In Ordnung,nein,ja, ,3,12,Feldsperling,3,
600237,23-07-2014,In Ordnung,nein,ja, ,6,13,Kohlmeise,6,
600238,23-07-2014,In Ordnung,ja,ja, , , ,Meise unbestimmt, ,ausgeflogen
400060,09-09-2014,in Ordnung,ja,ja,0,0, ,Meise unbestimmt, ,
400056,09-09-2014,in Ordnung,ja,ja,0,0, ,Meise unbestimmt, ,
400057,09-09-2014,in Ordnung,ja,ja,0,0, ,Feldsperling, ,
400092,09-09-2014,in Ordnung,ja,unbekannt,0,0, , , ,Mäuse
400116,09-09-2014,in Ordnung,ja,nein, , , , , ,Hornisse
400043,09-09-2014,in Ordnung,nein,nein, , , , , ,
400121,09-09-2014,in Ordnung,ja,ja,0,0, ,unbestimmt, ,
400122,09-09-2014,in Ordnung,ja,unbekannt,0,0, ,unbestimmt, ,Wespe
400123,09-09-2014,in Ordnung,ja,unbekannt,0,0, ,unbestimmt, ,
400064,09-09-2014,in Ordnung,ja,ja,0,0, ,Meise unbestimmt, ,
400124,09-09-2014,in Ordnung,ja,ja,4,0, ,Feldsperling, ,
400127,09-09-2014,in Ordnung,ja,ja,0,0, ,Kleiber, ,
400125,09-09-2014,in Ordnung,ja,ja,0,5, ,Trauerschnäpper, ,5 juv tot
400063,09-09-2014,in Ordnung,ja,ja,0,0, ,Trauerschnäpper, ,
400039,09-05-2015,In Ordnung,ja,nein, , , , , ,altes Nest
400173,09-05-2015,In Ordnung,nein,ja,9,0, ,Blaumeise,Weibchen,
400170,09-05-2015,In Ordnung,nein,nein, , , , , ,
400172,09-05-2015,In Ordnung,nein,ja,6,0, ,Kohlmeise,Weibchen,
400168,09-05-2015,In Ordnung,nein,nein, , , , , ,
400166,09-05-2015,In Ordnung,nein,ja,0,5,5,Feldsperling,5,
400165,09-05-2015,In Ordnung,ja,ja,0,0, ,Feldsperling, ,scheint ausgeräubert
400169,09-05-2015,In Ordnung,nein,ja,0,0, ,unbestimmt, ,evtl Vorjahr
400164,09-05-2015,In Ordnung,nein,nein, , , , , ,
400167,09-05-2015,In Ordnung,nein,ja,0,5,6,Haussperling,4,
400161,09-05-2015,In Ordnung,ja,nein, , , , , ,
400160,09-05-2015,In Ordnung,nein,nein, , , , , ,Hummeln
400159,09-05-2015,In Ordnung,nein,ja,6,0, ,Feldsperling,0,
400103,09-05-2015,In Ordnung,nein,ja,5,0, ,Feldsperling,0,
400089,09-05-2015,In Ordnung,nein,ja,0,0, , , ,Nest nicht fertig
400238,09-05-2015,In Ordnung,nein,nein, , , , , ,
400062,09-05-2015,In Ordnung,ja,ja,5,0, ,Feldsperling,0,Weibchen tot
400044,09-05-2015,In Ordnung,nein,nein, , , , , ,Hummeln
400158,09-05-2015,In Ordnung,nein,ja,0,ja,3,Feldsperling,0,
400157,09-05-2015,In Ordnung,nein,ja,2,1,1,Feldsperling,0,
400156,09-05-2015,In Ordnung,nein,ja,2,1,1,Blaumeise,Weibchen,
400155,09-05-2015,In Ordnung,nein,nein, , , , , ,
400153,09-05-2015,In Ordnung,nein,ja,10,0, ,Blaumeise,Weibchen,
400300,09-05-2015,In Ordnung,ja,nein, , , , , ,
400148,09-05-2015,In Ordnung,nein,ja,0,ja,2,Feldsperling,0,
400149,09-05-2015,In Ordnung,nein,nein, , , , , ,
400151,09-05-2015,In Ordnung,nein,ja,0,0, , , ,Vorjahr?
400152,09-05-2015,In Ordnung,nein,nein, , , , , ,
400147,09-05-2015,In Ordnung,nein,nein, , , , , ,
400146,09-05-2015,In Ordnung,nein,ja,0,4,1,Feldsperling,0,
400054,09-05-2015,In Ordnung,nein,ja,0,ja,2,Kohlmeise,Weibchen,
400050,09-05-2015,In Ordnung,nein,nein, , , , , ,
400052,09-05-2015,In Ordnung,nein,nein, , , , , ,
400090,09-05-2015,In Ordnung,nein,ja,5,0, ,Feldsperling,0,
900238,09-05-2015,in Ordnung,nein,nein, , , , , ,Nest aus Vorjahr
900234,09-05-2015,in Ordnung,nein,nein, , , , , ,
900237,09-05-2015,in Ordnung,nein,ja,0,0, ,Blaumeise,Männchen,
900223,09-05-2015,in Ordnung,nein,nein, , , , , ,
900222,09-05-2015,in Ordnung,nein,nein, , , , , ,
900226,09-05-2015,in Ordnung,nein,ja,8,0, ,Kohlmeise,Weibchen,
900232,09-05-2015,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
900219,09-05-2015,in Ordnung,nein,ja,0,0, ,unbestimmt, ,aus Vorjahr?
900242,09-05-2015,in Ordnung,nein,nein, , , , , ,
900225,09-05-2015,in Ordnung,nein,nein, , , , , ,
900229,09-05-2015,in Ordnung,nein,ja,0,ja,2,Blaumeise,0,
900298,09-05-2015,in Ordnung,nein,ja,0,4,5,Kohlmeise,5,
900228,09-05-2015,in Ordnung,nein,nein, , , , , ,
900231,09-05-2015,in Ordnung,nein,ja,0,ja,2,Haussperling,Weibchen,
900241,09-05-2015,in Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
900224,09-05-2015,in Ordnung,nein,nein, , , , , ,
900218,09-05-2015,in Ordnung,nein,nein, , , , , ,
900227,09-05-2015,in Ordnung,nein,nein, , , , , ,
900221,09-05-2015,in Ordnung,nein,nein, , , , , ,
900299,09-05-2015,in Ordnung,nein,ja,0,5,5,Feldsperling,5,
900300,09-05-2015,in Ordnung,nein,ja,0,0, , , ,aus Vorjahr?
900114,09-05-2015,in Ordnung,nein,nein, , , , , ,
900113,09-05-2015,in Ordnung,nein,ja,0,ja,2,Meise unbestimmt,0,
900133,09-05-2015,in Ordnung,nein,ja,0,6,8,Star,8,
900131,09-05-2015,in Ordnung,nein,nein, , , , , ,
900132,09-05-2015,in Ordnung,nein,ja,0,5,8,Star,5,
900130,09-05-2015,in Ordnung,nein,ja,0,7,8,Star,7,
900117,09-05-2015,in Ordnung,nein,ja,0,6,9,Star,6,
900126,09-05-2015,in Ordnung,nein,ja,6,0, ,Meise unbestimmt,0,
900125,09-05-2015,in Ordnung,nein,nein, , , , , ,
900188,09-05-2015,in Ordnung,nein,nein, , , , , ,
900147,09-05-2015,in Ordnung,nein,ja,1,5,9,Star,5,
900144,09-05-2015,in Ordnung,nein,ja,0,4,4,Star,0,
400215,10-05-2015,In Ordnung,nein,ja,0,ja,1,Meise unbestimmt,0,
400214,10-05-2015,In Ordnung,nein,nein, , , , , ,
400055,10-05-2015,In Ordnung,nein,nein, , , , , ,
400213,10-05-2015,In Ordnung,nein,ja,0,ja,1,Meise unbestimmt,0,
400211,10-05-2015,In Ordnung,nein,ja,0,ja,1,Meise unbestimmt,0,
400210,10-05-2015,In Ordnung,nein,ja,0,7,5,Kohlmeise,6 + Weibchen,
400075,10-05-2015,In Ordnung,nein,nein, , , , , ,Hummeln
400207,10-05-2015,In Ordnung,nein,nein, , , , , ,
400204,10-05-2015,In Ordnung,nein,ja,10,0, ,Blaumeise,0,Weibchen war beringt
400240,10-05-2015,In Ordnung,nein,ja,0,8,6,Kohlmeise,8,
400202,10-05-2015,In Ordnung,nein,ja,4,0, ,Feldsperling,0,
400077,10-05-2015,In Ordnung,nein,ja,4,0, ,Trauerschnäpper,0,
400199,10-05-2015,In Ordnung,nein,nein, , , , , ,
400200,10-05-2015,In Ordnung,nein,ja,ja,ja,1,Kohlmeise,Weibchen,
200201,10-05-2015,In Ordnung,nein,nein, , , , , ,Maus
400074,10-05-2015,In Ordnung,nein,nein, , , , , ,Hornisse
400205,10-05-2015,In Ordnung,nein,ja,ja,ja,1,Blaumeise,Weibchen,
400206,10-05-2015,In Ordnung,nein,ja,ja,ja,1,Kohlmeise, ,Weibchen war beringt
400209,10-05-2015,In Ordnung,nein,ja,9,0, ,Blaumeise,Weibchen,
400065,10-05-2015,In Ordnung,nein,ja,0,8,4,Kohlmeise,0,
400081,10-05-2015,In Ordnung,nein,nein, , , , , ,
400208,10-05-2015,In Ordnung,nein,nein, , , , , ,
400068,10-05-2015,liegt auf Boden,nein,nein, , , , , ,
400239,10-05-2015,In Ordnung,nein,ja,0,ja,3,Blaumeise,0,Weibchen war beringt
400194,10-05-2015,In Ordnung,nein,nein, , , , , ,
400193,10-05-2015,In Ordnung,ja,ja,0,0, ,Feldsperling, ,tot
400191,10-05-2015,In Ordnung,nein,ja,11,0, ,Meise unbestimmt,0,
400188,10-05-2015,In Ordnung,nein,nein, , , , , ,
400189,10-05-2015,In Ordnung,nein,ja,9,0, ,Meise unbestimmt,0,
400190,10-05-2015,In Ordnung,nein,ja,0,0, ,Meise unbestimmt,0,angefangen
400192,10-05-2015,In Ordnung,nein,ja,4,0, ,Feldsperling,Weibchen,
400195,10-05-2015,In Ordnung,nein,ja,2,7,1,Blaumeise, ,Weibchen war beringt
400197,10-05-2015,In Ordnung,nein,ja,5,0, ,Feldsperling,0,
400070,10-05-2015,In Ordnung,nein,ja,5,0, ,Trauerschnäpper,0,
400053,10-05-2015,In Ordnung,ja,nein, , , , , ,
400066,10-05-2015,In Ordnung,nein,nein, , , , , ,
400073,10-05-2015,In Ordnung,nein,ja,4,0, ,Trauerschnäpper,0,
400079,10-05-2015,In Ordnung,nein,nein, , , , , ,
400069,10-05-2015,In Ordnung,nein,ja,0,0, ,unbestimmt,0,angefangen
400082,10-05-2015,In Ordnung,nein,ja,1,7,6,Kohlmeise,7,
400111,10-05-2015,In Ordnung,nein,ja,0,ja,1,Blaumeise,0,Weibchen war beringt
400107,10-05-2015,In Ordnung,nein,ja,0,ja,2,Kohlmeise,0,
400112,10-05-2015,In Ordnung,nein,ja,ja,0, ,Kohlmeise,0,
900168,10-05-2015,in Ordnung,nein,ja,0,ja,1,Blaumeise,Weibchen,
900175,10-05-2015,in Ordnung,nein,ja,0,7,6,Kohlmeise,6,
900176,10-05-2015,in Ordnung,nein,nein, , , , , ,
900174,10-05-2015,in Ordnung,nein,ja,0,5,9,Star,5,
900170,10-05-2015,in Ordnung,nein,nein, , , , , ,
900171,10-05-2015,in Ordnung,nein,ja,0,0, ,unbestimmt, ,Nest Vorjahr?
900172,10-05-2015,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,
900173,10-05-2015,in Ordnung,nein,nein, , , , , ,
600153,12-05-2015,in Ordnung,nein,ja, ,5,9,Star,5,
600428,12-05-2015,in Ordnung,nein,ja, ,9,6,Blaumeise,9,Weibchen abgelesen: 90442135
600429,12-05-2015,in Ordnung,nein,ja, ,3,9,Star,3,
600430,12-05-2015,in Ordnung,nein,ja, ,5,9,Star,5,
600154,12-05-2015,in Ordnung,nein,nein, , , ,Star, ,
600155,12-05-2015,in Ordnung,nein,nein, , , , , ,
300300,12-05-2015,in Ordnung,nein,ja, ,5,9,Star,5,
300301,12-05-2015,in Ordnung,nein,ja, ,5,9,Star,5,
300302,12-05-2015,in Ordnung,nein,ja, ,5, ,Star,5,
300303,12-05-2015,in Ordnung,nein,ja, ,5, ,Star,5,
400058,13-05-2015,In Ordnung,nein,ja,0,4,4,Feldsperling,0,
400051,13-05-2015,In Ordnung,nein,ja,1,8,1,Blaumeise,Weibchen,
400056,13-05-2015,In Ordnung,nein,ja,8,0, ,Kohlmeise,Weibchen,
400060,13-05-2015,In Ordnung,nein,ja,7,0, ,Kohlmeise,Weibchen,
400057,13-05-2015,In Ordnung,nein,ja,0,6,3,Kohlmeise,Weibchen,
400121,13-05-2015,In Ordnung,nein,nein, , , , , ,
400122,13-05-2015,In Ordnung,nein,ja,0,ja,1,Blaumeise,Weibchen,
400064,13-05-2015,In Ordnung,nein,ja,4,0, ,Trauerschnäpper,0,
400123,13-05-2015,In Ordnung,nein,nein, , , , , ,
400124,13-05-2015,In Ordnung,nein,nein, , , , , ,
400127,13-05-2015,In Ordnung,nein,nein, , , , , ,
400138,13-05-2015,In Ordnung,nein,nein, , , , , ,
400128,13-05-2015,In Ordnung,nein,nein, , , , , ,
400041,13-05-2015,In Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400137,13-05-2015,In Ordnung,nein,ja,4,0, ,Feldsperling,0,
400130,13-05-2015,In Ordnung,nein,ja,4,0, ,Trauerschnäpper,0,
400129,13-05-2015,In Ordnung,nein,ja,0,ja,4,Meise unbestimmt,0,
400045,13-05-2015,In Ordnung,nein,ja,0,ja,1,Blaumeise,0,
400136,13-05-2015,In Ordnung,nein,ja,2,0, ,Feldsperling,0,
400131,13-05-2015,In Ordnung,nein,ja,0,0, ,Trauerschnäpper,0,
400135,13-05-2015,In Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
400132,13-05-2015,In Ordnung,nein,ja,0,0, ,unbestimmt,0,angefangen
400133,13-05-2015,In Ordnung,nein,ja,6,0, ,Meise unbestimmt,0,
400042,13-05-2015,In Ordnung,nein,nein, , , , , ,
400134,13-05-2015,In Ordnung,nein,nein, , , , , ,altes Nest?
400126,13-05-2015,In Ordnung,nein,ja,1,ja,1,Blaumeise,Weibchen,
400140,13-05-2015,In Ordnung,nein,ja,0,7,3,Kohlmeise,Weibchen,
400046,13-05-2015,In Ordnung,nein,nein, , , , , ,
400125,13-05-2015,In Ordnung,nein,ja,6,0, ,Kohlmeise,Weibchen,
400120,13-05-2015,In Ordnung,nein,ja,6,0, ,Trauerschnäpper, ,Weibchen war beringt
400043,13-05-2015,In Ordnung,nein,nein, , , , , ,
400119,13-05-2015,In Ordnung,nein,ja,1,6,1,Kohlmeise,0,Weibchen war beringt
400040,13-05-2015,In Ordnung,nein,ja,0,ja,1,Meise unbestimmt,0,
400117,13-05-2015,In Ordnung,nein,ja,7,0, ,Meise unbestimmt,0,
400049,13-05-2015,In Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400118,13-05-2015,In Ordnung,nein,nein, , , , , ,
400117,13-05-2015,In Ordnung,nein,ja,0,9,6,Kohlmeise,9,
400092,13-05-2015,In Ordnung,nein,nein, , , , , ,Hummeln
400115,13-05-2015,In Ordnung,nein,ja,0,ja,3,Meise unbestimmt, ,
400047,13-05-2015,In Ordnung,nein,ja,0,0, ,Meise unbestimmt,0,
400144,13-05-2015,Front fehlt,nein,nein, , , , , ,
400145,13-05-2015,In Ordnung,nein,ja,6,4,1,Blaumeise,Weibchen,
400142,13-05-2015,In Ordnung,nein,nein, , , , , ,
400141,13-05-2015,In Ordnung,nein,ja,ja,0, ,Meise unbestimmt,0,
400059,13-05-2015,In Ordnung,nein,nein, , , , , ,
400084,13-05-2015,In Ordnung,nein,ja,0,ja,1,Blaumeise,Weibchen,
400091,13-05-2015,In Ordnung,nein,nein, , , , , ,Hornisse
400182,13-05-2015,In Ordnung,nein,ja,0,8,6,Kohlmeise,8,
400183,13-05-2015,In Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400085,13-05-2015,In Ordnung,nein,ja,0,ja,1,Meise unbestimmt,0,
400184,13-05-2015,In Ordnung,nein,nein, , , , , ,
400061,13-05-2015,In Ordnung,nein,nein, , , , , ,
400185,13-05-2015,In Ordnung,nein,ja,0,5,7,Kohlmeise,5,
400087,13-05-2015,In Ordnung,nein,nein, , , , , ,
400186,13-05-2015,In Ordnung,nein,ja,0,0, ,unbestimmt, ,Vorjahr?
400187,13-05-2015,In Ordnung,nein,nein, , , , , ,
400083,13-05-2015,In Ordnung,nein,nein, , , , , ,
400071,13-05-2015,In Ordnung,nein,ja,0,9,6,Kohlmeise,9,
400086,13-05-2015,In Ordnung,nein,ja,8,0, ,Kohlmeise,Weibchen,
400088,13-05-2015,In Ordnung,nein,ja,0,5,3,Feldsperling,Weibchen,
100083,14-05-2015,in Ordnung,ja,nein, , , , , ,Nest Vorjahr mit tot juv BM
300174,14-05-2015,in Ordnung,nein,nein, , , , , ,
100084,14-05-2015,in Ordnung,ja,nein, , , , , ,altes Nest
