Nistkasten-nummer,Datum,Zustand Kasten,gereinigt,besetzt,Anzahl Eier,Anzahl Jungvögel,Alter Jungvögel,Vogelart,beringt,Bemerkungen
400142,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400118,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400116,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400049,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400117,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400092,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400040,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400119,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400043,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400140,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400126,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400134,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400132,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400131,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400045,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400129,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400135,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400137,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400041,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400127,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400138,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400124,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400122,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400064,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400121,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400120,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400063,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400082,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400079,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400073,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,Hummelkasten
400212,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400215,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400214,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400081,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400057,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400211,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400210,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400208,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400209,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400067,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400207,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400204,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400206,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400047,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400201,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400240,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400197,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,nicht montiert
400200,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400239,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400078,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400195,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400194,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400192,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400190,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400188,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400189,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400187,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400091,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400183,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400080,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400182,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400085,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400061,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400185,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400087,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400086,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400071,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400083,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400084,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
400059,17-03-2016,in Ordnung,nein,nein,0,0, , ,0,
600153,06-05-2016,in Ordnung,nein,ja, ,6,12,Star,6,
600155,06-05-2016,in Ordnung,nein,ja, ,9,9,Kohlmeise,9,
400200,14-05-2016,In Ordnung,nein,ja,0,ja,2,Kohlmeise,0,Weibchen war beringt
400068,14-05-2016,In Ordnung,nein,nein, , , , , ,
400077,14-05-2016,In Ordnung,nein,nein, , , , , ,
400199,14-05-2016,In Ordnung,nein,ja,0,ja,2,Blaumeise,0,Weibchen war beringt
400201,14-05-2016,In Ordnung,nein,ja,2,0, ,Meise unbestimmt,0,
400202,14-05-2016,In Ordnung,nein,nein, , , , , ,
400074,14-05-2016,In Ordnung,nein,nein, , , , , ,
400205,14-05-2016,In Ordnung,nein,nein, , , , , ,
400206,14-05-2016,In Ordnung,nein,nein, , , , , ,
400067,14-05-2016,In Ordnung,nein,ja,ja,0, ,Meise unbestimmt,0,
400208,14-05-2016,In Ordnung,nein,nein, , , , , ,Hornisse
400209,14-05-2016,In Ordnung,nein,nein, , , , , ,Hummeln
400065,14-05-2016,In Ordnung,nein,ja,ja,0, ,Kohlmeise, ,
400081,14-05-2016,In Ordnung,nein,ja,0,0, ,Feldsperling, ,altes Nest?
400075,14-05-2016,In Ordnung,nein,nein, , , , , ,
400211,14-05-2016,In Ordnung,nein,nein, , , , , ,Hummeln
400210,14-05-2016,In Ordnung,nein,ja,0,ja,1,Feldsperling, ,Weibchen war beringt
400207,14-05-2016,In Ordnung,nein,ja,3,0, ,Trauerschnäpper,0,alte Eier?
400204,14-05-2016,In Ordnung,nein,nein, , , , , ,
400213,14-05-2016,In Ordnung,nein,ja,ja,0, ,Kohlmeise, ,Weibchen war beringt
400055,14-05-2016,In Ordnung,nein,ja,1,0, ,Meise unbestimmt,0,
400215,14-05-2016,In Ordnung,nein,ja,0,0, ,Trauerschnäpper, ,altes Nest?
400214,14-05-2016,In Ordnung,nein,nein, , , , , ,
400270,14-05-2016,In Ordnung,nein,nein, , , , , ,
400212,14-05-2016,In Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
400239,14-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400194,14-05-2016,In Ordnung,nein,ja,1,0, ,Feldsperling,0,
400193,14-05-2016,In Ordnung,nein,nein, , , , , ,
400191,14-05-2016,In Ordnung,nein,ja,ja,ja,1,Blaumeise,Weibchen,
400188,14-05-2016,In Ordnung,nein,ja,7,0, ,Meise unbestimmt,0,
400189,14-05-2016,In Ordnung,nein,ja,0,ja,3,Blaumeise,Weibchen,
400190,14-05-2016,In Ordnung,nein,ja,0,0, ,Feldsperling, ,
400192,14-05-2016,In Ordnung,nein,nein, , , , , ,Hornisse
400195,14-05-2016,In Ordnung,nein,ja,9,0, ,Blaumeise,Weibchen,
400070,14-05-2016,In Ordnung,nein,nein, , , , , ,
400053,14-05-2016,In Ordnung,nein,ja,ja,ja,2,Meise unbestimmt,0,
400066,14-05-2016,In Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
400073,14-05-2016,In Ordnung,nein,nein, , , , , ,
400079,14-05-2016,In Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
400069,14-05-2016,In Ordnung,nein,nein, , , , , ,
100083,14-05-2016,in Ordnung,nein,ja,0,0, ,unbestimmt, ,
100084,14-05-2016,in Ordnung,nein,nein, , , , , ,
100085,14-05-2016,in Ordnung,nein,ja,ja,0, ,Kohlmeise, ,
300174,14-05-2016,in Ordnung,nein,ja,7,0, ,Rotkehlchen, ,
100094,14-05-2016,in Ordnung,nein,ja,0,0, ,Kohlmeise, ,
100096,14-05-2016,in Ordnung,nein,ja,ja,0, ,Blaumeise, ,
100095,14-05-2016,in Ordnung,nein,nein, , , , , ,
100097,14-05-2016,in Ordnung,nein,nein, , , , , ,
300172,14-05-2016,in Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
300175,14-05-2016,in Ordnung,ja,nein, , , , , ,altes Starennest mit 2 juv tot aus VJ
100091,14-05-2016,in Ordnung,nein,nein, , , , , ,Eichhörnchen
300184,14-05-2016,in Ordnung,nein,nein, , , , , ,Hummeln
100090,14-05-2016,in Ordnung,nein,nein, , , , , ,altes Trauerschnäppernest
300185,14-05-2016,in Ordnung,nein,ja,0,5,2,Kleiber, ,
300169,14-05-2016,in Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
300168,14-05-2016,in Ordnung,nein,ja,0,0, ,unbestimmt, ,
300167,14-05-2016,in Ordnung,nein,ja,ja,ja,1,Blaumeise,Weibchen,
100086,14-05-2016,in Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
300192,14-05-2016,in Ordnung,nein,ja,0,0, ,Gartenbaumläufer, ,
100037,14-05-2016,in Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
100046,14-05-2016,in Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
300189,14-05-2016,in Ordnung,ja,ja,1,0, ,Kleiber, ,Altvogel tot
300187,14-05-2016,in Ordnung,nein,nein, , , , , ,altes Trauerschnäppernest
100043,14-05-2016,in Ordnung,nein,ja,0,5,7,Kleiber,5,
100040,14-05-2016,in Ordnung,nein,nein, , , , , ,Maus
300181,14-05-2016,in Ordnung,nein,nein, , , , , ,
100049,14-05-2016,in Ordnung,nein,nein, , , , , ,
100044,14-05-2016,in Ordnung,nein,nein, , , , , ,
100050,14-05-2016,in Ordnung,nein,nein, , , , , ,
100033,14-05-2016,in Ordnung,nein,ja,0,ja,1,Blaumeise,Weibchen,
100034,14-05-2016,in Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
300182,14-05-2016,in Ordnung,nein,nein, , , , , ,
100098,14-05-2016,in Ordnung,nein,nein, , , , , ,altes Meisennest
100054,14-05-2016,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
100039,14-05-2016,in Ordnung,nein,nein, , , , , ,
400047,15-05-2016,In Ordnung,nein,ja,0,12,6,Blaumeise,12,
400145,15-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400144,15-05-2016,Front fehlt,nein,nein, , , , , ,
400143,15-05-2016,In Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
400142,15-05-2016,In Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
400140,15-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400126,15-05-2016,In Ordnung,nein,ja,ja,0, ,Kohlmeise, ,Weibchen war beringt
400138,15-05-2016,In Ordnung,nein,ja,5,0, ,Trauerschnäpper, ,
400128,15-05-2016,In Ordnung,nein,ja,0,0, ,Trauerschnäpper, ,
400137,15-05-2016,In Ordnung,nein,ja,0,0, ,Trauerschnäpper, ,
400130,15-05-2016,In Ordnung,nein,ja,0,ja,1,Meise unbestimmt,0,
400131,15-05-2016,In Ordnung,nein,ja,0,0, ,Trauerschnäpper,0,
400135,15-05-2016,In Ordnung,nein,ja,0,5,2,Feldsperling, ,tot
400132,15-05-2016,In Ordnung,nein,ja,6,0, ,Trauerschnäpper,0,
400133,15-05-2016,In Ordnung,nein,nein, , , , , ,
400045,15-05-2016,In Ordnung,nein,nein, , , , , ,
400129,15-05-2016,In Ordnung,nein,ja,0,ja,1,Meise unbestimmt,0,
400127,15-05-2016,In Ordnung,nein,nein, , , , , ,Hummeln
400041,15-05-2016,In Ordnung,nein,nein, , , , , ,
400042,15-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise, ,Weibchen war beringt
400134,15-05-2016,In Ordnung,nein,nein, , , , , ,
400046,15-05-2016,In Ordnung,nein,nein, , , , , ,
400125,15-05-2016,In Ordnung,nein,nein, , , , , ,
400063,15-05-2016,In Ordnung,nein,nein, , , , , ,
400043,15-05-2016,In Ordnung,nein,nein, , , , , ,
400124,15-05-2016,In Ordnung,nein,ja,2,3,5,Feldsperling,3,
400064,15-05-2016,In Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
400122,15-05-2016,In Ordnung,nein,nein, , , , , ,
400121,15-05-2016,In Ordnung,nein,ja,ja,ja,1,Kohlmeise,Weibchen,
400120,15-05-2016,In Ordnung,nein,ja,7,0, ,Trauerschnäpper,Weibchen,
400119,15-05-2016,In Ordnung,nein,ja,ja,0, ,Kohlmeise, ,Weibchen war beringt
400040,15-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise, ,Weibchen war beringt
400117,15-05-2016,In Ordnung,nein,ja,0,ja,3,Feldsperling,Weibchen,
400049,15-05-2016,In Ordnung,nein,nein, , , , , ,
400118,15-05-2016,In Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
400116,15-05-2016,In Ordnung,nein,nein, , , , , ,
400092,15-05-2016,In Ordnung,nein,ja,0,0, ,unbestimmt, ,
400058,15-05-2016,In Ordnung,nein,ja,0,4,6,Feldsperling,4,
400051,15-05-2016,In Ordnung,nein,ja,ja,ja,1,Blaumeise,Weibchen,
400056,15-05-2016,In Ordnung,nein,nein, , , , , ,
400060,15-05-2016,In Ordnung,nein,ja,ja,ja,1,Kohlmeise, ,Weibchen war beringt
400187,16-05-2016,In Ordnung,nein,ja,4,0, ,Feldsperling,Weibchen,
400080,16-05-2016,In Ordnung,nein,ja,0,ja,1,Kohlmeise, ,Weibchen war beringt
400091,16-05-2016,In Ordnung,nein,ja,1,8,5,Blaumeise,Weibchen,
400183,16-05-2016,In Ordnung,nein,ja,7,0, ,Blaumeise,Weibchen,
400061,16-05-2016,In Ordnung,nein,ja,0,ja,2,Kohlmeise, ,Weibchen war beringt
400184,16-05-2016,In Ordnung,nein,ja,2,4,6,Kohlmeise,4 + Weibchen,
400085,16-05-2016,In Ordnung,nein,nein, , , , , ,Totfund Kohlmeise
400182,16-05-2016,In Ordnung,nein,nein, , , , , ,Hornisse
400185,16-05-2016,In Ordnung,ja,nein, , , , , ,
400087,16-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400186,16-05-2016,In Ordnung,nein,ja,0,0, , , ,
400088,16-05-2016,In Ordnung,nein,ja,0,8,5,Blaumeise,8,
400086,16-05-2016,In Ordnung,nein,ja,9,0, ,unbestimmt,0,
400071,16-05-2016,In Ordnung,nein,nein, , , , , ,
400059,16-05-2016,In Ordnung,nein,ja,ja,0, ,Meise unbestimmt,0,
400084,16-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise, ,Weibchen war beringt
400050,16-05-2016,In Ordnung,nein,nein, , , , , ,
400054,16-05-2016,In Ordnung,nein,ja,0,3,12,Feldsperling,3,
400146,16-05-2016,Front fehlt,nein,nein, , , , , ,
400147,16-05-2016,In Ordnung,nein,nein, , , , , ,
400152,16-05-2016,In Ordnung,nein,ja,0,0, ,Feldsperling, ,schon ausgeflogen?
400151,16-05-2016,In Ordnung,nein,ja,3,1,14,Feldsperling,1,
400148,16-05-2016,In Ordnung,nein,ja,0,1,14,Feldsperling, ,juv tot
400154,16-05-2016,In Ordnung,nein,nein, , , , , ,
400153,16-05-2016,In Ordnung,ja,ja,0,2, ,Blaumeise,0,2 juv tot
400155,16-05-2016,In Ordnung,nein,ja,0,4,14,Feldsperling,4,
400156,16-05-2016,In Ordnung,nein,nein, , , , , ,Hornisse
400158,16-05-2016,In Ordnung,nein,ja,2,0, ,Feldsperling,0,
400044,16-05-2016,In Ordnung,ja,nein, , , , , ,
400062,16-05-2016,In Ordnung,nein,ja,0,4,14,Feldsperling,3,einer entflogen
400168,16-05-2016,In Ordnung,nein,ja,0,ja,1,Meise unbestimmt,0,
400172,16-05-2016,In Ordnung,nein,ja,0,3,14,Feldsperling,3,
400173,16-05-2016,In Ordnung,nein,nein, , , , , ,
400014,16-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
400002,16-05-2016,In Ordnung,nein,nein, , , , , ,
400036,16-05-2016,In Ordnung,nein,nein, , , , , ,
400015,16-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise, ,Weibchen war beringt
400010,16-05-2016,In Ordnung,nein,nein, , , , , ,
400013,16-05-2016,In Ordnung,nein,nein, , , , , ,
400095,16-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise, ,Weibchen war beringt
400097,16-05-2016,In Ordnung,nein,ja,ja,0, ,Meise unbestimmt,0,
400099,16-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise, ,Weibchen war beringt
400100,16-05-2016,In Ordnung,nein,nein, , , , , ,Hornisse
400096,16-05-2016,In Ordnung,nein,ja,0,0, ,Meise unbestimmt,0,
400114,16-05-2016,In Ordnung,nein,nein, , , , , ,
400094,16-05-2016,In Ordnung,nein,ja,0,4,14,Feldsperling,4,
400231,16-05-2016,In Ordnung,nein,ja,0,ja,1,Kleiber, ,Weibchen war beringt
400230,16-05-2016,In Ordnung,nein,nein, , , , , ,
400229,16-05-2016,In Ordnung,nein,ja,ja,0, ,Blaumeise, ,
400226,16-05-2016,In Ordnung,ja,nein, , , , , ,Wespe Vorjahr
400227,16-05-2016,In Ordnung,nein,nein, , , , , ,
400228,16-05-2016,In Ordnung,nein,nein, , , , , ,
400187,16-05-2016,In Ordnung,nein,ja,0,0, ,Feldsperling, ,ausgeflogen?
900238,16-05-2016,in Ordnung,ja,nein, , , , , ,altes Nest
900237,16-05-2016,in Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
900234,16-05-2016,in Ordnung,nein,nein, , , , , ,
900222,16-05-2016,in Ordnung,nein,nein, , , , , ,
900226,16-05-2016,in Ordnung,ja,nein, , , , , ,altes Nest mit tot juv
900223,16-05-2016,in Ordnung,ja,nein, , , , , ,
900221,16-05-2016,in Ordnung,nein,ja,5,0, ,Feldsperling, ,
900231,16-05-2016,in Ordnung,ja,nein, , , , , ,
900228,16-05-2016,in Ordnung,nein,ja,0,5,10,Kohlmeise,5,
900298,16-05-2016,in Ordnung,nein,ja,ja,ja,1,Blaumeise,Weibchen,
900229,16-05-2016,in Ordnung,ja,nein, , , , , ,tote juv aus Vorjahr
900225,16-05-2016,in Ordnung,nein,nein, , , , , ,Hummeln
900242,16-05-2016,in Ordnung,nein,ja,ja,ja,2,Blaumeise,Weibchen,
900219,16-05-2016,in Ordnung,ja,nein, , , , , ,Nest Vorjahr
900239,16-05-2016,in Ordnung,ja,nein, , , , , ,Nest Vorjahr
900233,16-05-2016,in Ordnung,ja,nein, , , , , ,Nest Vorjahr
900240,16-05-2016,in Ordnung,nein,nein, , , , , ,
900235,16-05-2016,in Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
900227,16-05-2016,in Ordnung,nein,nein, , , , , ,
900218,16-05-2016,in Ordnung,nein,nein, , , , , ,
900224,16-05-2016,in Ordnung,nein,nein, , , , , ,
900241,16-05-2016,in Ordnung,nein,nein, , , , , ,
600221,16-05-2016,in Ordnung,nein,ja,ja, , ,Blaumeise,w,Weib beringt
900073,21-05-2016,in Ordnung,nein,ja,0,12,5,Blaumeise,12,
900075,21-05-2016,in Ordnung,nein,ja,ja,0, ,Blaumeise,Weibchen,
900087,21-05-2016,in Ordnung,nein,ja,0,ja,1,Kohlmeise,Weibchen,
900088,21-05-2016,in Ordnung,nein,ja,ja,0, ,Kohlmeise, ,Weibchen war beringt
900089,21-05-2016,in Ordnung,nein,ja,0,ja,1,Kohlmeise,Weibchen,
900090,21-05-2016,in Ordnung,nein,ja,0,12,5,Blaumeise,12,
900091,21-05-2016,in Ordnung,nein,ja,0,7,9,Kohlmeise,7,
900092,21-05-2016,in Ordnung,nein,ja,0,11,5,Blaumeise,11,
900108,21-05-2016,in Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
900105,21-05-2016,in Ordnung,nein,ja,0,13,5,Blaumeise,13,
900106,21-05-2016,in Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
900107,21-05-2016,in Ordnung,nein,ja,ja,0, ,Blaumeise,0,Weibchen war beringt
900215,21-05-2016,Klappe war ab,nein,nein, , , , , ,
900104,21-05-2016,in Ordnung,nein,ja,1,0, ,Meise unbestimmt,0,verlassen?
900103,21-05-2016,in Ordnung,nein,ja,6,0, ,Trauerschnäpper,Weibchen,
900102,21-05-2016,in Ordnung,nein,ja,1,9,5,Blaumeise,9  + Weibchen,
900101,21-05-2016,in Ordnung,nein,ja,0,13,8,Blaumeise,13,
900100,21-05-2016,in Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
900099,21-05-2016,in Ordnung,nein,ja,4,6,5,Blaumeise,5,
900098,21-05-2016,in Ordnung,nein,ja,ja,ja,2,Kohlmeise,Weibchen,
900097,21-05-2016,in Ordnung,nein,ja,0,11,5,Blaumeise,Weibchen,
900096,21-05-2016,in Ordnung,nein,ja,ja,ja,1,Kohlmeise,0,
900094,21-05-2016,in Ordnung,nein,ja,0,9,5,Blaumeise,9,
900093,21-05-2016,in Ordnung,nein,ja,0,ja,1,Blaumeise,0,
900079,21-05-2016,in Ordnung,nein,ja,ja,0, ,Kohlmeise,Weibchen,
900080,21-05-2016,in Ordnung,nein,ja,0,ja,1,Blaumeise, ,
900081,21-05-2016,in Ordnung,nein,ja,0,ja,2,Rotkehlchen, ,juv zT tot
900082,21-05-2016,in Ordnung,nein,nein, , , , , ,
900085,21-05-2016,in Ordnung,nein,nein, , , , , ,
900084,21-05-2016,in Ordnung,nein,ja,0,11,5,Blaumeise,11,
900071,22-05-2016,in Ordnung,nein,ja,0,ja,1,Kohlmeise,Weibchen,
900070,22-05-2016,in Ordnung,nein,ja,0,0, ,Kleiber, ,Nestbau?
900069,22-05-2016,in Ordnung,nein,nein, , , , , ,
900068,22-05-2016,in Ordnung,nein,ja,ja,0, ,Meise unbestimmt, ,
900067,22-05-2016,in Ordnung,nein,ja,2,3,14,Kohlmeise,3,
900065,22-05-2016,in Ordnung,nein,nein, , , , , ,
900062,22-05-2016,in Ordnung,ja,ja,1,4,14,Blaumeise, ,alle tot
900061,22-05-2016,in Ordnung,nein,ja,1,0, ,Meise unbestimmt, ,
900058,22-05-2016,in Ordnung,nein,ja,5,1,7,Blaumeise,1,
900057,22-05-2016,in Ordnung,nein,nein, , , , , ,
900056,22-05-2016,in Ordnung,nein,ja,0,ja,1,Kohlmeise,Weibchen,
900055,22-05-2016,in Ordnung,nein,ja,0,ja,1,Kohlmeise, ,
900053,22-05-2016,in Ordnung,nein,ja,1,11,7,Blaumeise,11,tote beringte Kohlmeise
900052,22-05-2016,in Ordnung,nein,ja,1,7,6,Kohlmeise,7,
900302,22-05-2016,in Ordnung,nein,ja,0,0, ,Kleiber, ,ausgeflogen?
900049,22-05-2016,in Ordnung,nein,ja,0,0, ,Star, ,ausgeflogen?
900303,22-05-2016,in Ordnung,nein,ja,0,5,8,Kleiber,5,
900293,22-05-2016,in Ordnung,nein,nein, , , , , ,
900042,22-05-2016,in Ordnung,nein,ja,0,5,7,Kohlmeise,5,
900041,22-05-2016,in Ordnung,nein,ja,0,7,6,Kohlmeise,7,
900040,22-05-2016,in Ordnung,nein,ja,0,11,7,Blaumeise,11,
900039,22-05-2016,in Ordnung,ja,nein, , , , , ,Maus
900304,22-05-2016,in Ordnung,nein,ja,0,2,9,Kleiber,2,
900305,22-05-2016,in Ordnung,nein,ja,0,7,12,Blaumeise,7,
900036,22-05-2016,in Ordnung,nein,nein, , , , , ,
900306,22-05-2016,in Ordnung,nein,ja,0,0, ,Meise unbestimmt, ,ausgeflogen?
900034,22-05-2016,in Ordnung,nein,ja,0,0, ,unbestimmt, ,ausgeräubert?
900030,22-05-2016,in Ordnung,nein,ja,0,11,5,Blaumeise,11+Weibchen,
900029,22-05-2016,in Ordnung,nein,nein, , , , , ,
900028,22-05-2016,in Ordnung,nein,ja,0,ja,1,Kohlmeise,Weibchen,
600250,23-05-2016,in Ordnung,nein,ja, , , ,Meise unbestimmt, ,
600286,23-05-2016,in Ordnung,nein,ja,3, , ,Meise unbestimmt, ,
600317,23-05-2016,in Ordnung,nein,ja, , , ,Meise unbestimmt, ,
600298,23-05-2016,in Ordnung,nein,nein , , , , , ,
600020,23-05-2016,in Ordnung,nein,ja,2,5,2,Meise unbestimmt, ,Nachkontrolle
600224,23-05-2016,in Ordnung,ja,ja,3, , ,unbestimmt, ,Nest verlassen
600246,23-05-2016,in Ordnung,nein,nein , , , , , ,
600389,23-05-2016,in Ordnung,nein,ja,2,7,5,Blaumeise,4,
600308,23-05-2016,in Ordnung,nein,ja,9, , ,Meise unbestimmt, ,Nachkontrolle
600392,23-05-2016,in Ordnung,nein,ja, ,5,12,Kohlmeise,5,
600310,23-05-2016,in Ordnung,nein,ja,7, , ,unbestimmt, ,Nachkontrolle
600337,23-05-2016,in Ordnung,nein,nein , , , , , ,
600415,23-05-2016,in Ordnung,nein,ja, ,5, ,Kohlmeise,w,"Weib beringt, 4-5 Pulli, Alter?;   Nachkontrolle"
600420,23-05-2016,in Ordnung,nein,ja,0,0, ,unbestimmt, ,nur Nest
600336,23-05-2016,in Ordnung,nein,ja,4,9,8,Blaumeise,9 + ad.,1 ad. Beringt
600297,23-05-2016,in Ordnung,nein,ja,6, , ,Kohlmeise, ,Nachkontrolle
600417,23-05-2016,in Ordnung,nein,ja, ,6,12,Kleiber,6,
600405,23-05-2016,in Ordnung,nein,ja,8, , ,Kohlmeise, ,Nachkontrolle
600402,23-05-2016,in Ordnung,nein,ja, ,9,11,Blaumeise,9,
600296,23-05-2016,in Ordnung,nein,nein , , , , , ,
600390,23-05-2016,in Ordnung,nein,ja, ,ja,2,Kohlmeise,w,vj. Weib beringt / Nachkontrolle
600488,23-05-2016,in Ordnung,nein,ja,ja, , ,Meise unbestimmt, ,Nachkontrolle
600509,23-05-2016,in Ordnung,nein,nein , , , , , ,
600295,23-05-2016,in Ordnung,ja,ja,4, , ,Blaumeise, ,Blaumeise Weib tot auf Eiern!!
600235,23-05-2016,in Ordnung,nein,ja, , , ,Kleiber, ,
600223,23-05-2016,in Ordnung,nein,ja,4, , ,unbestimmt, ,4 Eier ohne Nest
600486,23-05-2016,in Ordnung,nein,ja, ,ja,2,Blaumeise,w,Weib beringt / Nachkontrolle
600332,23-05-2016,in Ordnung,nein,nein , , , , , ,
600538,23-05-2016,in Ordnung,nein,ja,ja, , ,Blaumeise, ,Nachkontrolle
600335,23-05-2016,in Ordnung,nein,ja,8, , ,Kohlmeise, ,vj. Weib WF: 82195761 ; Nachkontrolle
600481,23-05-2016,in Ordnung,nein,ja,6, ,3,Blaumeise, ,ad. Weib WF: 90293360 ; Nachkontrolle
600398,23-05-2016,in Ordnung,nein,nein , , , , , ,
600019,23-05-2016,in Ordnung,nein,nein , , , , , ,3 Bilche/Mäuse???
600397,23-05-2016,in Ordnung,nein,ja, ,10,11,Blaumeise,10,
600018,23-05-2016,in Ordnung,nein,ja, ,7,8,Blaumeise,7 + w,Weib beringt
600301,23-05-2016,in Ordnung,nein,ja,2, , ,unbestimmt, ,
600334,23-05-2016,in Ordnung,ja,ja, ,ja, ,Meise unbestimmt, ,Juv tot
